custom/best_energy,env72/episode_return,env32/episode_return_disc,env6/episode_return,env53/episode_return_disc,env56/episode_return,env67/episode_return_disc,env9/episode_return,env75/episode_return_disc,env4/episode_return,env68/episode_return,env5/episode_return,env78/episode_return,env45/episode_return,env30/episode_return_disc,env21/episode_return_disc,env57/episode_return,env16/episode_return,env49/episode_return,env75/episode_return,env9/episode_return_disc,env2/episode_return_disc,env64/episode_return,env71/episode_return_disc,env29/episode_return,env25/episode_return,env3/episode_return,env40/episode_return,env34/episode_return,env47/episode_return,env19/episode_return_disc,env37/episode_return,env17/episode_return_disc,env77/episode_return,env55/episode_return_disc,env26/episode_return_disc,env51/episode_return_disc,env62/episode_return,env13/episode_return,env3/episode_return_disc,env15/episode_return_disc,env22/episode_return,env42/episode_return,env63/episode_return_disc,env58/episode_return,env30/episode_return,env2/episode_return,env7/episode_return,env41/episode_return,env60/episode_return_disc,env35/episode_return,env0/episode_return,env28/episode_return_disc,env58/episode_return_disc,env79/episode_return,env44/episode_return,env27/episode_return_disc,env42/episode_return_disc,env77/episode_return_disc,env43/episode_return,env65/episode_return,env61/episode_return_disc,env47/episode_return_disc,env59/episode_return_disc,env39/episode_return,env12/episode_return_disc,env46/episode_return,env78/episode_return_disc,env8/episode_return,env67/episode_return,env53/episode_return,env74/episode_return,env34/episode_return_disc,env63/episode_return,env69/episode_return_disc,env7/episode_return_disc,env36/episode_return,env46/episode_return_disc,env73/episode_return,env74/episode_return_disc,env18/episode_return_disc,env27/episode_return,env20/episode_return_disc,env21/episode_return,env31/episode_return_disc,env71/episode_return,env45/episode_return_disc,env25/episode_return_disc,env52/episode_return_disc,env33/episode_return,env20/episode_return,env10/episode_return,env33/episode_return_disc,env51/episode_return,env56/episode_return_disc,env28/episode_return,env23/episode_return_disc,env44/episode_return_disc,env49/episode_return_disc,env8/episode_return_disc,env22/episode_return_disc,env52/episode_return,env1/episode_return,env16/episode_return_disc,env26/episode_return,env29/episode_return_disc,env48/episode_return_disc,env41/episode_return_disc,env61/episode_return,env39/episode_return_disc,env5/episode_return_disc,env11/episode_return_disc,env24/episode_return_disc,env19/episode_return,env36/episode_return_disc,env69/episode_return,env13/episode_return_disc,env14/episode_return_disc,env12/episode_return,env0/episode_return_disc,env35/episode_return_disc,env38/episode_return,env37/episode_return_disc,env66/episode_return,env65/episode_return_disc,env73/episode_return_disc,env17/episode_return,env32/episode_return,env76/episode_return,env18/episode_return,env64/episode_return_disc,env66/episode_return_disc,env62/episode_return_disc,env11/episode_return,env55/episode_return,env10/episode_return_disc,env50/episode_return_disc,env40/episode_return_disc,env48/episode_return,env15/episode_return,env76/episode_return_disc,env72/episode_return_disc,env68/episode_return_disc,env31/episode_return,env70/episode_return_disc,env50/episode_return,env79/episode_return_disc,env1/episode_return_disc,env6/episode_return_disc,env38/episode_return_disc,env57/episode_return_disc,env60/episode_return,env14/episode_return,env43/episode_return_disc,env23/episode_return,env59/episode_return,env54/episode_return_disc,env4/episode_return_disc,env70/episode_return,env24/episode_return,env54/episode_return,eval/mean_ep_length,eval/mean_reward,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/fps,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/loss,train/clip_range,train/explained_variance,train/n_updates,train/learning_rate,train/approx_kl
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,10.550613129999999,1253,5,10.0,6,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44980659484863,-0.0390470146719963,-6.231382715702057,0.11671875264728442,6.797117710113525,0.2,0.004329383373260498,20,0.0003,0.017591223
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7.142857074737549,6.5251240730285645,8.333333015441895,7.612644672393799,11.11111068725586,7.612644672393799,5.55555534362793,13.050248146057129,20.0,14.285714149475098,16.66666603088379,7.692307472229004,20.0,5.075096607208252,7.027056694030762,6.666666507720947,20.0,20.0,14.285714149475098,5.075096607208252,6.090115547180176,16.66666603088379,3.8063223361968994,20.0,10.0,6.666666507720947,4.761904716491699,14.285714149475098,14.285714149475098,11.418967247009277,7.142857074737549,18.270347595214844,20.0,13.050248146057129,4.567586898803711,9.135173797607422,5.263157844543457,14.285714149475098,6.090115547180176,15.225289344787598,14.285714149475098,20.0,11.418967247009277,5.55555534362793,5.55555534362793,6.666666507720947,6.666666507720947,20.0,5.373631477355957,14.285714149475098,7.142857074737549,13.050248146057129,5.075096607208252,7.692307472229004,20.0,9.135173797607422,18.270347595214844,18.270347595214844,12.5,20.0,13.050248146057129,13.050248146057129,6.090115547180176,14.285714149475098,4.350082874298096,20.0,7.027056694030762,12.5,8.333333015441895,8.333333015441895,20.0,13.050248146057129,12.5,5.075096607208252,6.090115547180176,16.66666603088379,18.270347595214844,11.11111068725586,18.270347595214844,5.709483623504639,10.0,13.050248146057129,7.692307472229004,13.050248146057129,4.166666507720947,18.270347595214844,9.135173797607422,18.270347595214844,6.666666507720947,14.285714149475098,11.11111068725586,6.090115547180176,10.0,10.150193214416504,14.285714149475098,18.270347595214844,18.270347595214844,18.270347595214844,11.418967247009277,13.050248146057129,20.0,14.285714149475098,18.270347595214844,5.0,18.270347595214844,13.050248146057129,18.270347595214844,14.285714149475098,13.050248146057129,15.225289344787598,18.270347595214844,5.075096607208252,12.5,15.225289344787598,5.55555534362793,13.050248146057129,5.709483623504639,4.761904716491699,6.5251240730285645,13.050248146057129,16.66666603088379,6.5251240730285645,6.25,18.270347595214844,10.150193214416504,20.0,7.142857074737549,16.66666603088379,6.25,15.225289344787598,5.709483623504639,4.807986259460449,20.0,14.285714149475098,10.150193214416504,15.225289344787598,4.350082874298096,14.285714149475098,16.66666603088379,15.225289344787598,6.5251240730285645,13.050248146057129,14.285714149475098,5.709483623504639,16.66666603088379,7.027056694030762,13.050248146057129,7.612644672393799,15.225289344787598,6.090115547180176,5.882352828979492,6.25,11.418967247009277,20.0,6.666666507720947,6.090115547180176,18.270347595214844,6.25,5.55555534362793,6.666666507720947,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20.0,18.270347595214844,10.0,15.225289344787598,8.333333015441895,7.612644672393799,7.692307472229004,6.090115547180176,5.55555534362793,4.34782600402832,11.11111068725586,7.692307472229004,6.25,18.270347595214844,6.5251240730285645,10.0,8.333333015441895,20.0,6.666666507720947,7.027056694030762,5.709483623504639,6.666666507720947,6.5251240730285645,8.333333015441895,7.692307472229004,14.285714149475098,12.5,5.882352828979492,16.66666603088379,13.050248146057129,20.0,4.152351379394531,14.285714149475098,5.075096607208252,18.270347595214844,6.090115547180176,9.090909004211426,6.666666507720947,13.050248146057129,6.5251240730285645,14.285714149475098,20.0,8.304702758789062,6.666666507720947,20.0,6.25,10.0,4.761904716491699,18.270347595214844,4.166666507720947,11.11111068725586,18.270347595214844,6.090115547180176,16.66666603088379,14.285714149475098,13.050248146057129,18.270347595214844,13.050248146057129,16.66666603088379,7.692307472229004,8.304702758789062,15.225289344787598,13.050248146057129,7.692307472229004,18.270347595214844,16.66666603088379,7.027056694030762,7.692307472229004,8.333333015441895,16.66666603088379,14.285714149475098,5.373631477355957,9.090909004211426,10.150193214416504,9.135173797607422,6.666666507720947,15.225289344787598,9.090909004211426,13.050248146057129,18.270347595214844,14.285714149475098,18.270347595214844,7.142857074737549,9.135173797607422,7.142857074737549,5.709483623504639,7.027056694030762,4.807986259460449,9.090909004211426,20.0,4.166666507720947,8.304702758789062,6.666666507720947,7.612644672393799,20.0,6.090115547180176,13.050248146057129,18.270347595214844,7.027056694030762,13.050248146057129,5.263157844543457,20.0,7.612644672393799,20.0,7.612644672393799,18.270347595214844,4.350082874298096,9.090909004211426,7.027056694030762,10.150193214416504,18.270347595214844,6.5251240730285645,14.285714149475098,6.090115547180176,11.11111068725586,6.090115547180176,18.270347595214844,20.0,10.150193214416504,3.8063223361968994,7.692307472229004,18.270347595214844,11.11111068725586,7.027056694030762,8.304702758789062,4.545454502105713,20.0,14.285714149475098,20.0,6.090115547180176,10.150193214416504,8.304702758789062,20.0,5.55555534362793,3.8063223361968994,18.270347595214844,11.418967247009277,20.0,7.142857074737549,13.050248146057129,18.270347595214844,3.9718146324157715,10.0,13.050248146057129,20.0,15.225289344787598,18.270347595214844,9.135173797607422,7.027056694030762,9.135173797607422,20.0,20.0,15.225289344787598,6.666666507720947,14.285714149475098,6.5251240730285645,5.075096607208252,14.285714149475098,7.142857074737549,7.142857074737549,10.0,11.999614499999998,9600,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600,11.589251760000002,1442,6,10.0,6,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.023889660835266,-0.02301010798128118,-6.196625339984894,0.02406250035855919,7.935537815093994,0.2,0.11256051063537598,24,0.0003,0.0051727085
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14.285714149475098,15.225289344787598,20.0,5.709483623504639,5.55555534362793,13.050248146057129,10.0,7.027056694030762,20.0,4.34782600402832,5.0,5.263157844543457,8.333333015441895,13.050248146057129,15.225289344787598,14.285714149475098,20.0,7.692307472229004,7.692307472229004,9.135173797607422,13.050248146057129,5.263157844543457,18.270347595214844,14.285714149475098,20.0,6.25,14.285714149475098,16.66666603088379,16.66666603088379,18.270347595214844,16.66666603088379,13.050248146057129,6.666666507720947,18.270347595214844,13.050248146057129,8.304702758789062,9.090909004211426,5.882352828979492,5.709483623504639,3.9718146324157715,20.0,14.285714149475098,7.612644672393799,4.761904716491699,14.285714149475098,14.285714149475098,11.11111068725586,8.333333015441895,6.5251240730285645,16.66666603088379,8.333333015441895,5.709483623504639,4.350082874298096,6.25,20.0,4.152351379394531,13.050248146057129,6.090115547180176,14.285714149475098,16.66666603088379,10.150193214416504,15.225289344787598,18.270347595214844,10.0,7.027056694030762,10.0,4.807986259460449,6.25,14.285714149475098,6.25,7.142857074737549,15.225289344787598,8.333333015441895,11.418967247009277,10.150193214416504,20.0,9.135173797607422,12.5,6.5251240730285645,9.135173797607422,4.545454502105713,7.027056694030762,16.66666603088379,15.225289344787598,20.0,7.612644672393799,18.270347595214844,5.709483623504639,5.55555534362793,7.692307472229004,5.55555534362793,5.075096607208252,9.090909004211426,5.075096607208252,6.25,18.270347595214844,18.270347595214844,7.027056694030762,5.709483623504639,18.270347595214844,6.25,16.66666603088379,18.270347595214844,14.285714149475098,13.050248146057129,3.2625620365142822,7.612644672393799,11.11111068725586,9.135173797607422,4.567586898803711,15.225289344787598,13.050248146057129,20.0,18.270347595214844,12.5,5.373631477355957,13.050248146057129,7.692307472229004,7.612644672393799,15.225289344787598,5.882352828979492,15.225289344787598,7.692307472229004,15.225289344787598,11.418967247009277,14.285714149475098,16.66666603088379,10.0,10.0,4.807986259460449,7.027056694030762,8.304702758789062,16.66666603088379,20.0,5.075096607208252,13.050248146057129,13.050248146057129,3.5714285373687744,4.34782600402832,9.135173797607422,13.050248146057129,3.9718146324157715,16.66666603088379,4.807986259460449,14.285714149475098,5.709483623504639,15.225289344787598,18.270347595214844,5.373631477355957,13.050248146057129,7.142857074737549,14.285714149475098,13.050248146057129,20.0,20.0,18.270347595214844,18.270347595214844,5.263157844543457,14.285714149475098,20.0,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.166666507720947,13.050248146057129,20.0,6.090115547180176,11.11111068725586,7.612644672393799,9.090909004211426,18.270347595214844,20.0,20.0,4.34782600402832,7.142857074737549,11.11111068725586,13.050248146057129,18.270347595214844,8.333333015441895,14.285714149475098,14.285714149475098,20.0,8.304702758789062,11.418967247009277,20.0,15.225289344787598,20.0,20.0,20.0,20.0,6.666666507720947,6.25,6.090115547180176,20.0,9.135173797607422,14.285714149475098,10.150193214416504,15.225289344787598,4.350082874298096,20.0,4.34782600402832,18.270347595214844,18.270347595214844,20.0,16.66666603088379,18.270347595214844,20.0,14.285714149475098,12.5,14.285714149475098,8.333333015441895,18.270347595214844,20.0,9.090909004211426,18.270347595214844,18.270347595214844,14.285714149475098,10.0,15.225289344787598,15.225289344787598,13.050248146057129,7.692307472229004,6.666666507720947,6.090115547180176,5.709483623504639,9.135173797607422,16.66666603088379,7.612644672393799,6.666666507720947,6.5251240730285645,20.0,8.333333015441895,6.666666507720947,14.285714149475098,6.090115547180176,20.0,18.270347595214844,13.050248146057129,20.0,6.090115547180176,7.142857074737549,13.050248146057129,7.612644672393799,16.66666603088379,13.050248146057129,20.0,5.709483623504639,16.66666603088379,10.150193214416504,18.270347595214844,18.270347595214844,5.0,14.285714149475098,7.692307472229004,4.567586898803711,4.761904716491699,10.150193214416504,20.0,10.150193214416504,9.135173797607422,13.050248146057129,18.270347595214844,18.270347595214844,20.0,14.285714149475098,13.050248146057129,16.66666603088379,18.270347595214844,6.5251240730285645,7.612644672393799,6.666666507720947,15.225289344787598,3.9718146324157715,18.270347595214844,7.612644672393799,6.666666507720947,18.270347595214844,20.0,3.9718146324157715,15.225289344787598,8.333333015441895,8.304702758789062,18.270347595214844,14.285714149475098,18.270347595214844,20.0,6.090115547180176,6.5251240730285645,10.0,14.285714149475098,9.090909004211426,8.333333015441895,18.270347595214844,18.270347595214844,18.270347595214844,20.0,11.11111068725586,7.027056694030762,13.050248146057129,18.270347595214844,7.142857074737549,20.0,8.304702758789062,3.8063223361968994,18.270347595214844,6.25,18.270347595214844,14.285714149475098,13.050248146057129,13.050248146057129,18.270347595214844,13.050248146057129,7.612644672393799,20.0,16.66666603088379,7.027056694030762,11.11111068725586,10.0,13.050248146057129,18.270347595214844,20.0,8.333333015441895,14.285714149475098,10.0,12.42923179,11200,,,,,,,,,,,,,,,
