custom/best_energy,env37/episode_return,env70/episode_return_disc,env47/episode_return_disc,env5/episode_return_disc,env31/episode_return_disc,env65/episode_return,env56/episode_return,env76/episode_return,env35/episode_return_disc,env61/episode_return,env19/episode_return,env3/episode_return,env56/episode_return_disc,env3/episode_return_disc,env8/episode_return_disc,env46/episode_return,env37/episode_return_disc,env8/episode_return,env57/episode_return,env45/episode_return,env57/episode_return_disc,env33/episode_return,env6/episode_return_disc,env23/episode_return_disc,env55/episode_return,env59/episode_return,env18/episode_return_disc,env46/episode_return_disc,env28/episode_return,env54/episode_return,env24/episode_return,env19/episode_return_disc,env70/episode_return,env1/episode_return,env52/episode_return_disc,env79/episode_return,env48/episode_return,env42/episode_return_disc,env29/episode_return,env21/episode_return_disc,env30/episode_return_disc,env22/episode_return,env16/episode_return,env30/episode_return,env39/episode_return_disc,env62/episode_return,env20/episode_return,env12/episode_return,env42/episode_return,env49/episode_return_disc,env38/episode_return_disc,env77/episode_return,env51/episode_return_disc,env41/episode_return,env27/episode_return,env68/episode_return_disc,env14/episode_return,env25/episode_return,env26/episode_return_disc,env11/episode_return_disc,env16/episode_return_disc,env59/episode_return_disc,env55/episode_return_disc,env62/episode_return_disc,env7/episode_return_disc,env32/episode_return,env68/episode_return,env40/episode_return,env27/episode_return_disc,env17/episode_return,env32/episode_return_disc,env1/episode_return_disc,env69/episode_return,env9/episode_return_disc,env79/episode_return_disc,env61/episode_return_disc,env0/episode_return_disc,env18/episode_return,env13/episode_return,env34/episode_return,env15/episode_return_disc,env38/episode_return,env74/episode_return,env48/episode_return_disc,env49/episode_return,env4/episode_return_disc,env7/episode_return,env12/episode_return_disc,env67/episode_return,env11/episode_return,env76/episode_return_disc,env78/episode_return,env78/episode_return_disc,env10/episode_return,env22/episode_return_disc,env64/episode_return,env63/episode_return,env45/episode_return_disc,env31/episode_return,env74/episode_return_disc,env20/episode_return_disc,env60/episode_return_disc,env58/episode_return,env77/episode_return_disc,env15/episode_return,env66/episode_return_disc,env5/episode_return,env75/episode_return_disc,env72/episode_return,env71/episode_return_disc,env14/episode_return_disc,env17/episode_return_disc,env2/episode_return_disc,env36/episode_return_disc,env50/episode_return_disc,env67/episode_return_disc,env35/episode_return,env23/episode_return,env26/episode_return,env64/episode_return_disc,env39/episode_return,env4/episode_return,env25/episode_return_disc,env43/episode_return,env63/episode_return_disc,env29/episode_return_disc,env44/episode_return_disc,env34/episode_return_disc,env50/episode_return,env28/episode_return_disc,env44/episode_return,env2/episode_return,env72/episode_return_disc,env53/episode_return,env75/episode_return,env13/episode_return_disc,env73/episode_return,env73/episode_return_disc,env0/episode_return,env24/episode_return_disc,env52/episode_return,env33/episode_return_disc,env40/episode_return_disc,env71/episode_return,env43/episode_return_disc,env41/episode_return_disc,env69/episode_return_disc,env10/episode_return_disc,env66/episode_return,env54/episode_return_disc,env9/episode_return,env47/episode_return,env53/episode_return_disc,env60/episode_return,env21/episode_return,env51/episode_return,env58/episode_return_disc,env65/episode_return_disc,env6/episode_return,env36/episode_return,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/fps,train/approx_kl,train/n_updates,train/value_loss,train/loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/clip_range,train/entropy_loss
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.11111068725586,15.225289344787598,11.418967247009277,13.050248146057129,13.050248146057129,12.5,14.285714149475098,11.11111068725586,13.050248146057129,16.66666603088379,14.285714149475098,16.66666603088379,13.050248146057129,15.225289344787598,8.304702758789062,7.692307472229004,10.150193214416504,9.090909004211426,8.333333015441895,14.285714149475098,7.612644672393799,8.333333015441895,7.027056694030762,3.9718146324157715,12.5,9.090909004211426,13.050248146057129,7.027056694030762,14.285714149475098,14.285714149475098,7.692307472229004,13.050248146057129,16.66666603088379,14.285714149475098,15.225289344787598,14.285714149475098,5.882352828979492,7.027056694030762,14.285714149475098,15.225289344787598,8.304702758789062,9.090909004211426,11.11111068725586,9.090909004211426,8.304702758789062,2.5641026496887207,14.285714149475098,11.11111068725586,7.692307472229004,11.418967247009277,15.225289344787598,14.285714149475098,5.075096607208252,14.285714149475098,7.692307472229004,15.225289344787598,14.285714149475098,7.692307472229004,13.050248146057129,15.225289344787598,10.150193214416504,8.304702758789062,11.418967247009277,2.3423521518707275,2.0761756896972656,7.142857074737549,16.66666603088379,9.090909004211426,7.027056694030762,16.66666603088379,6.5251240730285645,13.050248146057129,7.142857074737549,11.418967247009277,13.050248146057129,15.225289344787598,7.612644672393799,14.285714149475098,11.11111068725586,4.761904716491699,15.225289344787598,16.66666603088379,16.66666603088379,5.373631477355957,12.5,2.8547418117523193,2.2727272510528564,10.150193214416504,16.66666603088379,16.66666603088379,10.150193214416504,9.090909004211426,8.304702758789062,8.333333015441895,8.304702758789062,9.090909004211426,5.263157844543457,13.050248146057129,14.285714149475098,15.225289344787598,13.050248146057129,10.150193214416504,14.285714149475098,13.050248146057129,16.66666603088379,2.1244590282440186,14.285714149475098,10.150193214416504,5.55555534362793,10.150193214416504,13.050248146057129,15.225289344787598,15.225289344787598,13.050248146057129,10.150193214416504,15.225289344787598,14.285714149475098,4.34782600402832,14.285714149475098,8.304702758789062,9.090909004211426,3.125,7.027056694030762,16.66666603088379,4.807986259460449,13.050248146057129,13.050248146057129,4.350082874298096,11.11111068725586,13.050248146057129,14.285714149475098,16.66666603088379,5.075096607208252,5.55555534362793,11.11111068725586,10.150193214416504,11.11111068725586,10.150193214416504,8.333333015441895,7.027056694030762,16.66666603088379,7.612644672393799,8.304702758789062,11.11111068725586,15.225289344787598,13.050248146057129,6.5251240730285645,7.612644672393799,2.3255813121795654,13.050248146057129,12.5,12.5,5.075096607208252,11.11111068725586,16.66666603088379,5.55555534362793,13.050248146057129,11.418967247009277,7.692307472229004,14.285714149475098,11200,10.0,11.112223450000002,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11200,,,10.0,11.425691359999998,3249,7,3,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019487912,28,8.254588890075684,4.173336505889893,0.4727046489715576,-0.05236024045734666,0.0003,0.15296875321073458,0.2,-5.821509432792664
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14.285714149475098,5.709483623504639,13.050248146057129,13.050248146057129,13.050248146057129,6.25,7.692307472229004,6.666666507720947,8.304702758789062,14.285714149475098,10.0,14.285714149475098,7.027056694030762,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,11.11111068725586,14.285714149475098,10.150193214416504,9.090909004211426,10.150193214416504,15.225289344787598,6.666666507720947,9.090909004211426,3.045057773590088,13.050248146057129,16.66666603088379,14.285714149475098,7.142857074737549,9.135173797607422,6.25,2.857142925262451,5.709483623504639,2.3255813121795654,11.11111068725586,9.135173797607422,11.11111068725586,13.050248146057129,7.612644672393799,16.66666603088379,4.166666507720947,8.333333015441895,15.225289344787598,11.11111068725586,16.66666603088379,14.285714149475098,10.0,15.225289344787598,13.050248146057129,16.66666603088379,15.225289344787598,16.66666603088379,5.0,8.304702758789062,6.25,14.285714149475098,9.135173797607422,3.150059938430786,3.8063223361968994,8.304702758789062,6.090115547180176,10.150193214416504,18.270347595214844,12.5,9.090909004211426,14.285714149475098,4.567586898803711,14.285714149475098,11.418967247009277,2.6100494861602783,14.285714149475098,7.027056694030762,2.1244590282440186,13.050248146057129,2.030038595199585,3.3333332538604736,4.166666507720947,3.4482758045196533,8.304702758789062,14.285714149475098,16.66666603088379,10.150193214416504,16.66666603088379,15.225289344787598,20.0,13.050248146057129,14.285714149475098,3.4482758045196533,6.090115547180176,10.0,9.135173797607422,16.66666603088379,15.225289344787598,3.225806474685669,9.090909004211426,13.050248146057129,14.285714149475098,15.225289344787598,15.225289344787598,13.050248146057129,16.66666603088379,15.225289344787598,9.090909004211426,6.090115547180176,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,5.709483623504639,13.050248146057129,15.225289344787598,10.150193214416504,13.050248146057129,13.050248146057129,9.090909004211426,16.66666603088379,10.0,2.9468302726745605,16.66666603088379,16.66666603088379,13.050248146057129,14.285714149475098,8.304702758789062,10.150193214416504,13.050248146057129,3.150059938430786,14.285714149475098,15.225289344787598,14.285714149475098,16.66666603088379,13.050248146057129,16.66666603088379,14.285714149475098,3.8063223361968994,9.090909004211426,8.304702758789062,2.222222328186035,6.5251240730285645,6.25,8.304702758789062,13.050248146057129,14.285714149475098,13.050248146057129,15.225289344787598,13.050248146057129,15.225289344787598,6.666666507720947,13.050248146057129,7.692307472229004,14.285714149475098,15.225289344787598,14.285714149475098,14.285714149475098,16.66666603088379,15.225289344787598,5.709483623504639,11.11111068725586,11.11111068725586,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.7037036418914795,13.050248146057129,13.050248146057129,8.304702758789062,6.090115547180176,6.666666507720947,14.285714149475098,12.5,6.5251240730285645,5.882352828979492,14.285714149475098,12.5,13.050248146057129,11.418967247009277,15.225289344787598,14.285714149475098,3.3833975791931152,16.66666603088379,3.4482758045196533,14.285714149475098,3.150059938430786,11.11111068725586,8.304702758789062,10.150193214416504,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,9.090909004211426,4.34782600402832,14.285714149475098,13.050248146057129,14.285714149475098,11.11111068725586,4.807986259460449,9.090909004211426,7.692307472229004,13.050248146057129,8.333333015441895,15.225289344787598,5.373631477355957,14.285714149475098,16.66666603088379,5.882352828979492,13.050248146057129,11.11111068725586,16.66666603088379,14.285714149475098,14.285714149475098,15.225289344787598,13.050248146057129,7.692307472229004,3.3833975791931152,14.285714149475098,14.285714149475098,6.5251240730285645,14.285714149475098,2.857142925262451,13.050248146057129,10.150193214416504,15.225289344787598,13.050248146057129,13.050248146057129,10.150193214416504,13.050248146057129,14.285714149475098,7.142857074737549,6.666666507720947,13.050248146057129,16.66666603088379,13.050248146057129,10.150193214416504,14.285714149475098,15.225289344787598,8.304702758789062,5.373631477355957,13.050248146057129,14.285714149475098,10.0,16.66666603088379,15.225289344787598,14.285714149475098,14.285714149475098,7.027056694030762,16.66666603088379,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,11.11111068725586,11.418967247009277,8.333333015441895,7.612644672393799,7.142857074737549,13.050248146057129,14.285714149475098,16.66666603088379,13.050248146057129,6.666666507720947,13.050248146057129,15.225289344787598,15.225289344787598,14.285714149475098,7.027056694030762,16.66666603088379,10.150193214416504,9.090909004211426,15.225289344787598,12.5,3.3833975791931152,13.050248146057129,15.225289344787598,4.567586898803711,13.050248146057129,13.050248146057129,13.050248146057129,7.142857074737549,11.11111068725586,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,2.6100494861602783,20.0,15.225289344787598,7.612644672393799,2.537548303604126,15.225289344787598,14.285714149475098,8.304702758789062,2.777777671813965,5.0,11.418967247009277,12.5,16.66666603088379,9.135173797607422,8.333333015441895,7.612644672393799,14.285714149475098,13.050248146057129,5.263157844543457,10.150193214416504,6.090115547180176,3.7037036418914795,18.270347595214844,13.050248146057129,13.050248146057129,6.5251240730285645,11.11111068725586,3.9718146324157715,16.66666603088379,14.285714149475098,11.418967247009277,16.66666603088379,16.66666603088379,3.7037036418914795,13.050248146057129,6.090115547180176,9.090909004211426,14.285714149475098,12800,10.0,12.537623640000003,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12800,,,10.0,11.530868029999999,3556,8,3,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0250385,32,7.800384628772735,3.8244447708129883,0.5155003368854523,-0.05183560022342135,0.0003,0.20437500367406755,0.2,-5.784916710853577
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
