custom/best_energy,env22/episode_return,env47/episode_return_disc,env14/episode_return,env62/episode_return_disc,env69/episode_return,env37/episode_return,env3/episode_return_disc,env18/episode_return_disc,env23/episode_return_disc,env60/episode_return,env34/episode_return,env65/episode_return_disc,env0/episode_return,env5/episode_return,env2/episode_return,env33/episode_return,env63/episode_return,env17/episode_return,env13/episode_return_disc,env27/episode_return,env45/episode_return_disc,env38/episode_return,env31/episode_return,env33/episode_return_disc,env72/episode_return_disc,env16/episode_return_disc,env9/episode_return,env25/episode_return_disc,env51/episode_return,env38/episode_return_disc,env4/episode_return_disc,env1/episode_return_disc,env18/episode_return,env32/episode_return,env63/episode_return_disc,env78/episode_return_disc,env1/episode_return,env40/episode_return_disc,env7/episode_return,env72/episode_return,env12/episode_return_disc,env22/episode_return_disc,env26/episode_return_disc,env29/episode_return_disc,env35/episode_return,env21/episode_return,env39/episode_return_disc,env8/episode_return,env71/episode_return_disc,env56/episode_return_disc,env61/episode_return_disc,env5/episode_return_disc,env31/episode_return_disc,env30/episode_return,env15/episode_return,env40/episode_return,env58/episode_return,env55/episode_return,env34/episode_return_disc,env8/episode_return_disc,env65/episode_return,env26/episode_return,env35/episode_return_disc,env27/episode_return_disc,env73/episode_return_disc,env16/episode_return,env41/episode_return,env77/episode_return_disc,env48/episode_return,env70/episode_return,env69/episode_return_disc,env29/episode_return,env49/episode_return_disc,env24/episode_return_disc,env54/episode_return,env76/episode_return,env64/episode_return_disc,env20/episode_return,env10/episode_return_disc,env74/episode_return_disc,env60/episode_return_disc,env44/episode_return,env67/episode_return_disc,env28/episode_return_disc,env79/episode_return,env11/episode_return,env56/episode_return,env25/episode_return,env78/episode_return,env53/episode_return_disc,env23/episode_return,env11/episode_return_disc,env39/episode_return,env74/episode_return,env28/episode_return,env43/episode_return_disc,env3/episode_return,env42/episode_return_disc,env4/episode_return,env36/episode_return_disc,env68/episode_return,env6/episode_return_disc,env36/episode_return,env50/episode_return_disc,env45/episode_return,env20/episode_return_disc,env61/episode_return,env41/episode_return_disc,env30/episode_return_disc,env2/episode_return_disc,env51/episode_return_disc,env15/episode_return_disc,env44/episode_return_disc,env57/episode_return_disc,env37/episode_return_disc,env13/episode_return,env21/episode_return_disc,env67/episode_return,env50/episode_return,env19/episode_return,env53/episode_return,env7/episode_return_disc,env49/episode_return,env79/episode_return_disc,env58/episode_return_disc,env42/episode_return,env73/episode_return,env71/episode_return,env75/episode_return_disc,env55/episode_return_disc,env52/episode_return,env66/episode_return_disc,env0/episode_return_disc,env46/episode_return,env75/episode_return,env6/episode_return,env24/episode_return,env14/episode_return_disc,env68/episode_return_disc,env46/episode_return_disc,env70/episode_return_disc,env54/episode_return_disc,env9/episode_return_disc,env52/episode_return_disc,env76/episode_return_disc,env62/episode_return,env47/episode_return,env32/episode_return_disc,env59/episode_return_disc,env10/episode_return,env48/episode_return_disc,env77/episode_return,env43/episode_return,env66/episode_return,env64/episode_return,env12/episode_return,env17/episode_return_disc,env57/episode_return,env59/episode_return,env19/episode_return_disc,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/value_loss,train/clip_fraction,train/explained_variance,train/loss,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/clip_range,train/approx_kl
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.692307472229004,1.4975694417953491,7.692307472229004,1.6609406471252441,10.0,10.0,1.94365394115448,7.027056694030762,7.027056694030762,1.6666666269302368,1.9607843160629272,8.304702758789062,2.0833332538604736,1.8867924213409424,1.2195122241973877,1.298701286315918,6.666666507720947,7.692307472229004,7.027056694030762,1.4285714626312256,1.6916987895965576,10.0,1.2048193216323853,1.186386227607727,7.027056694030762,7.027056694030762,7.692307472229004,1.3634587526321411,1.5151515007019043,9.135173797607422,9.135173797607422,1.2344828844070435,7.692307472229004,10.0,6.090115547180176,5.373631477355957,1.3513513803482056,1.522528886795044,10.0,7.692307472229004,1.323938250541687,7.027056694030762,1.522528886795044,1.522528886795044,10.0,10.0,1.2513936758041382,10.0,1.2019965648651123,1.2180231809616089,1.087520718574524,1.723617672920227,1.100623369216919,2.857142925262451,10.0,1.6666666269302368,10.0,10.0,1.7912105321884155,9.135173797607422,9.090909004211426,1.6666666269302368,9.135173797607422,1.3050247430801392,9.135173797607422,7.692307472229004,1.923076868057251,1.3634587526321411,10.0,10.0,9.135173797607422,1.6666666269302368,1.4273709058761597,1.4273709058761597,1.408450722694397,10.0,9.135173797607422,3.225806474685669,1.7567641735076904,9.135173797607422,1.522528886795044,7.692307472229004,1.186386227607727,1.3634587526321411,1.25,1.3698630332946777,1.3333333730697632,1.492537260055542,5.882352828979492,1.522528886795044,7.692307472229004,1.2513936758041382,1.3698630332946777,10.0,1.492537260055542,1.6916987895965576,2.127659559249878,9.135173797607422,10.0,7.027056694030762,2.0833332538604736,9.135173797607422,7.692307472229004,1.6609406471252441,1.8518518209457397,2.9468302726745605,1.1904761791229248,1.7567641735076904,2.6100494861602783,1.11404550075531,1.3841172456741333,9.135173797607422,7.027056694030762,9.135173797607422,9.135173797607422,7.692307472229004,9.135173797607422,1.298701286315918,1.8181818723678589,1.6666666269302368,1.6666666269302368,9.135173797607422,1.5625,1.1418967247009277,9.135173797607422,10.0,10.0,1.3157894611358643,7.027056694030762,9.135173797607422,7.142857074737549,1.450027585029602,1.9031611680984497,3.225806474685669,7.692307472229004,10.0,1.5625,7.027056694030762,1.9031611680984497,2.9468302726745605,9.135173797607422,1.2866442203521729,7.027056694030762,6.5251240730285645,9.135173797607422,1.8181818723678589,1.6393442153930664,9.135173797607422,1.4975694417953491,1.923076868057251,9.135173797607422,1.492537260055542,1.8518518209457397,1.5873016119003296,10.0,1.4492753744125366,7.027056694030762,10.0,1.6393442153930664,1.522528886795044,14400,10.0,5.49726816,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,,,9,1,4.93000986,10.0,13500,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,5.468426322937011,0.16156250038184225,0.4862704277038574,2.9699513912200928,-0.048983558748204814,-6.0525730609893795,36,0.2,0.02478489
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10.0,9.135173797607422,1.923076868057251,1.2344828844070435,10.0,7.692307472229004,1.323938250541687,2.9468302726745605,9.135173797607422,10.0,1.8867924213409424,1.3050247430801392,7.692307472229004,7.692307472229004,2.127659559249878,1.4285714626312256,7.692307472229004,1.7241379022598267,7.027056694030762,7.692307472229004,1.5483344793319702,1.8518518209457397,3.225806474685669,1.3050247430801392,1.268774151802063,1.6609406471252441,7.692307472229004,9.135173797607422,7.692307472229004,1.6916987895965576,2.6100494861602783,9.135173797607422,3.225806474685669,2.0,7.027056694030762,7.027056694030762,10.0,1.4734151363372803,7.692307472229004,1.3888888359069824,7.027056694030762,9.135173797607422,9.135173797607422,7.027056694030762,1.4492753744125366,7.692307472229004,1.3634587526321411,2.040816307067871,1.450027585029602,9.135173797607422,1.3434078693389893,7.027056694030762,2.9468302726745605,10.0,10.0,1.6129032373428345,7.692307472229004,7.692307472229004,1.723617672920227,1.8643211126327515,1.4285714626312256,10.0,1.323938250541687,7.027056694030762,1.2513936758041382,1.8181818723678589,8.333333015441895,7.027056694030762,10.0,10.0,9.135173797607422,7.692307472229004,1.5483344793319702,1.575029969215393,10.0,10.0,9.135173797607422,2.0,5.709483623504639,1.5483344793319702,9.135173797607422,3.125,7.027056694030762,2.22809100151062,10.0,7.692307472229004,10.0,10.0,7.692307472229004,1.6312810182571411,10.0,7.027056694030762,1.492537260055542,1.6949152946472168,2.4390244483947754,1.450027585029602,1.4492753744125366,1.4273709058761597,2.857142925262451,7.027056694030762,1.9607843160629272,9.135173797607422,7.692307472229004,1.2019965648651123,1.6949152946472168,1.8270347118377686,1.470588207244873,7.612644672393799,9.135173797607422,1.94365394115448,7.027056694030762,9.135173797607422,2.8547418117523193,1.5483344793319702,7.027056694030762,7.692307472229004,7.027056694030762,7.692307472229004,1.3157894611358643,7.692307472229004,1.7857142686843872,7.027056694030762,1.6949152946472168,9.135173797607422,7.027056694030762,1.5625,1.3698630332946777,1.5873016119003296,1.4734151363372803,7.027056694030762,7.692307472229004,9.135173797607422,7.027056694030762,10.0,1.6129032373428345,10.0,1.7241379022598267,1.7567641735076904,1.7912105321884155,9.135173797607422,9.135173797607422,9.135173797607422,7.027056694030762,7.027056694030762,9.135173797607422,1.3513513803482056,10.0,1.8270347118377686,1.6026620864868164,6.25,9.135173797607422,7.692307472229004,1.5873016119003296,10.0,10.0,7.692307472229004,1.575029969215393,1.6949152946472168,1.7543859481811523,7.027056694030762,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.0,9.135173797607422,1.7857142686843872,9.135173797607422,7.692307472229004,7.692307472229004,7.027056694030762,7.027056694030762,1.7567641735076904,1.3157894611358643,7.692307472229004,0.0,2.0,1.470588207244873,10.0,1.6666666269302368,10.0,1.923076868057251,7.027056694030762,10.0,9.135173797607422,10.0,10.0,1.522528886795044,7.612644672393799,1.3434078693389893,10.0,7.027056694030762,1.492537260055542,9.135173797607422,9.135173797607422,2.537548303604126,7.692307472229004,3.3333332538604736,9.135173797607422,1.0380878448486328,2.777777671813965,2.9468302726745605,7.692307472229004,8.333333015441895,9.135173797607422,9.135173797607422,9.135173797607422,9.135173797607422,8.333333015441895,7.692307472229004,7.027056694030762,1.9607843160629272,9.135173797607422,7.027056694030762,7.027056694030762,1.3434078693389893,9.135173797607422,10.0,7.692307472229004,3.225806474685669,10.0,10.0,7.027056694030762,1.7912105321884155,0.0,10.0,7.612644672393799,9.135173797607422,1.6312810182571411,1.470588207244873,10.0,1.2344828844070435,3.225806474685669,7.692307472229004,7.027056694030762,10.0,9.135173797607422,7.027056694030762,10.0,10.0,7.027056694030762,10.0,9.135173797607422,9.135173797607422,1.2019965648651123,9.090909004211426,6.5251240730285645,9.135173797607422,10.0,2.857142925262451,7.692307472229004,7.692307472229004,1.1363636255264282,9.135173797607422,1.923076868057251,2.6100494861602783,7.692307472229004,10.0,10.0,9.135173797607422,7.692307472229004,2.22809100151062,10.0,9.135173797607422,1.7543859481811523,1.0622295141220093,10.0,2.1244590282440186,10.0,9.135173797607422,7.692307472229004,9.135173797607422,9.135173797607422,9.135173797607422,1.3634587526321411,7.027056694030762,8.304702758789062,9.135173797607422,7.027056694030762,7.692307472229004,7.027056694030762,7.142857074737549,2.3255813121795654,1.8867924213409424,10.0,7.027056694030762,10.0,9.135173797607422,9.135173797607422,2.4390244483947754,1.7857142686843872,10.0,7.027056694030762,9.135173797607422,10.0,1.4273709058761597,1.8270347118377686,1.3333333730697632,7.692307472229004,1.1627906560897827,7.692307472229004,1.6312810182571411,1.6026620864868164,1.2180231809616089,7.027056694030762,9.135173797607422,9.135173797607422,9.135173797607422,9.135173797607422,10.0,10.0,3.045057773590088,9.135173797607422,10.0,2.9468302726745605,1.3513513803482056,10.0,1.5625,7.692307472229004,10.0,1.7567641735076904,10.0,10.0,1.723617672920227,16000,10.0,6.1724325,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,10,1,6.574705890000001,10.0,14780,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,5.303424644470215,0.20453125355998053,0.49229806661605835,2.334174633026123,-0.05409089084096195,-5.755677628517151,40,0.2,0.027193528
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10.0,1.4975694417953491,10.0,1.4054113626480103,10.0,7.692307472229004,1.268774151802063,1.9031611680984497,1.156351089477539,10.0,10.0,9.135173797607422,10.0,10.0,10.0,1.6666666269302368,0.0,10.0,9.135173797607422,10.0,9.135173797607422,10.0,10.0,1.522528886795044,9.135173797607422,6.090115547180176,10.0,7.027056694030762,10.0,9.135173797607422,7.612644672393799,9.135173797607422,2.0833332538604736,7.692307472229004,0.0,1.1418967247009277,10.0,6.5251240730285645,7.692307472229004,10.0,2.9468302726745605,9.135173797607422,9.135173797607422,1.6026620864868164,1.5384615659713745,1.3333333730697632,7.027056694030762,7.692307472229004,9.135173797607422,9.135173797607422,9.135173797607422,9.135173797607422,9.135173797607422,1.492537260055542,7.692307472229004,7.142857074737549,10.0,10.0,9.135173797607422,7.027056694030762,10.0,10.0,1.4054113626480103,9.135173797607422,9.135173797607422,6.666666507720947,7.692307472229004,9.135173797607422,10.0,1.8518518209457397,9.135173797607422,1.7543859481811523,9.135173797607422,9.135173797607422,1.4285714626312256,10.0,1.8270347118377686,10.0,7.027056694030762,9.135173797607422,9.135173797607422,7.692307472229004,2.6100494861602783,1.450027585029602,7.692307472229004,1.4492753744125366,10.0,7.692307472229004,1.25,8.304702758789062,1.2658227682113647,1.323938250541687,7.692307472229004,10.0,1.5873016119003296,9.135173797607422,1.3888888359069824,1.268774151802063,8.333333015441895,8.304702758789062,10.0,9.135173797607422,9.090909004211426,7.027056694030762,10.0,9.135173797607422,10.0,7.027056694030762,1.3634587526321411,9.135173797607422,9.135173797607422,7.027056694030762,7.027056694030762,9.135173797607422,7.027056694030762,10.0,1.2180231809616089,2.857142925262451,7.692307472229004,10.0,9.090909004211426,7.027056694030762,10.0,7.027056694030762,9.135173797607422,1.3888888359069824,10.0,10.0,9.135173797607422,9.135173797607422,7.692307472229004,1.522528886795044,9.135173797607422,1.6666666269302368,10.0,10.0,10.0,9.135173797607422,9.135173797607422,1.522528886795044,1.6916987895965576,1.3050247430801392,9.135173797607422,7.027056694030762,9.135173797607422,1.5384615659713745,1.6393442153930664,7.027056694030762,9.135173797607422,7.692307472229004,9.135173797607422,10.0,10.0,1.6666666269302368,2.0,3.225806474685669,9.135173797607422,10.0,10.0,9.135173797607422,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
