custom/best_energy,env63/episode_return_disc,env60/episode_return_disc,env65/episode_return_disc,env78/episode_return_disc,env65/episode_return,env8/episode_return,env6/episode_return,env74/episode_return_disc,env69/episode_return,env79/episode_return_disc,env0/episode_return_disc,env36/episode_return,env3/episode_return_disc,env30/episode_return,env19/episode_return_disc,env74/episode_return,env55/episode_return,env15/episode_return_disc,env64/episode_return_disc,env43/episode_return,env66/episode_return_disc,env52/episode_return,env77/episode_return,env10/episode_return,env27/episode_return_disc,env75/episode_return,env47/episode_return,env11/episode_return_disc,env23/episode_return,env46/episode_return_disc,env25/episode_return,env31/episode_return_disc,env50/episode_return,env39/episode_return,env34/episode_return,env39/episode_return_disc,env61/episode_return,env48/episode_return_disc,env35/episode_return_disc,env49/episode_return_disc,env24/episode_return_disc,env54/episode_return,env5/episode_return,env45/episode_return_disc,env43/episode_return_disc,env49/episode_return,env2/episode_return,env51/episode_return,env62/episode_return_disc,env12/episode_return_disc,env14/episode_return,env9/episode_return_disc,env22/episode_return_disc,env4/episode_return_disc,env3/episode_return,env61/episode_return_disc,env17/episode_return_disc,env15/episode_return,env66/episode_return,env52/episode_return_disc,env73/episode_return_disc,env50/episode_return_disc,env38/episode_return_disc,env71/episode_return_disc,env76/episode_return_disc,env36/episode_return_disc,env23/episode_return_disc,env63/episode_return,env13/episode_return_disc,env26/episode_return_disc,env27/episode_return,env33/episode_return_disc,env46/episode_return,env25/episode_return_disc,env20/episode_return,env69/episode_return_disc,env68/episode_return_disc,env48/episode_return,env9/episode_return,env10/episode_return_disc,env0/episode_return,env41/episode_return,env47/episode_return_disc,env68/episode_return,env16/episode_return,env59/episode_return,env11/episode_return,env1/episode_return,env18/episode_return_disc,env28/episode_return_disc,env1/episode_return_disc,env67/episode_return_disc,env64/episode_return,env62/episode_return,env16/episode_return_disc,env8/episode_return_disc,env53/episode_return_disc,env54/episode_return_disc,env57/episode_return_disc,env51/episode_return_disc,env78/episode_return,env58/episode_return,env77/episode_return_disc,env20/episode_return_disc,env7/episode_return,env32/episode_return,env44/episode_return,env29/episode_return_disc,env71/episode_return,env44/episode_return_disc,env6/episode_return_disc,env41/episode_return_disc,env26/episode_return,env29/episode_return,env58/episode_return_disc,env17/episode_return,env33/episode_return,env40/episode_return,env21/episode_return,env32/episode_return_disc,env12/episode_return,env19/episode_return,env35/episode_return,env45/episode_return,env28/episode_return,env73/episode_return,env42/episode_return,env2/episode_return_disc,env4/episode_return,env59/episode_return_disc,env70/episode_return_disc,env24/episode_return,env31/episode_return,env30/episode_return_disc,env72/episode_return_disc,env53/episode_return,env76/episode_return,env13/episode_return,env14/episode_return_disc,env34/episode_return_disc,env37/episode_return,env56/episode_return_disc,env67/episode_return,env57/episode_return,env38/episode_return,env40/episode_return_disc,env72/episode_return,env21/episode_return_disc,env70/episode_return,env79/episode_return,env18/episode_return,env60/episode_return,env56/episode_return,env42/episode_return_disc,env37/episode_return_disc,env22/episode_return,env7/episode_return_disc,env75/episode_return_disc,env55/episode_return_disc,env5/episode_return_disc,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/loss,train/value_loss,train/explained_variance,train/clip_range,train/clip_fraction,train/approx_kl,train/entropy_loss,train/policy_gradient_loss,train/learning_rate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12800,,,15.210151810000003,4,8,2873,10.0,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3.6467504501342773,9.747729647159577,0.41559380292892456,0.2,0.23078125413740053,0.02814291,-5.545135033130646,-0.054093947909859705,0.0003
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15.225289344787598,10.150193214416504,15.225289344787598,10.150193214416504,16.66666603088379,16.66666603088379,2.4390244483947754,15.225289344787598,16.66666603088379,8.304702758789062,18.270347595214844,16.66666603088379,15.225289344787598,16.66666603088379,15.225289344787598,16.66666603088379,16.66666603088379,9.135173797607422,15.225289344787598,16.66666603088379,15.225289344787598,16.66666603088379,16.66666603088379,20.0,2.22809100151062,4.0,2.5,15.225289344787598,11.11111068725586,15.225289344787598,16.66666603088379,15.225289344787598,2.857142925262451,12.5,16.66666603088379,11.418967247009277,20.0,15.225289344787598,15.225289344787598,15.225289344787598,15.225289344787598,9.090909004211426,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,16.66666603088379,20.0,15.225289344787598,15.225289344787598,16.66666603088379,7.027056694030762,3.150059938430786,15.225289344787598,16.66666603088379,18.270347595214844,15.225289344787598,10.0,16.66666603088379,15.225289344787598,18.270347595214844,2.6100494861602783,15.225289344787598,15.225289344787598,15.225289344787598,15.225289344787598,10.150193214416504,16.66666603088379,9.135173797607422,18.270347595214844,2.4390244483947754,15.225289344787598,16.66666603088379,15.225289344787598,20.0,15.225289344787598,10.150193214416504,16.66666603088379,7.692307472229004,18.270347595214844,20.0,16.66666603088379,2.2837934494018555,11.11111068725586,16.66666603088379,9.090909004211426,16.66666603088379,14.285714149475098,18.270347595214844,11.418967247009277,13.050248146057129,15.225289344787598,16.66666603088379,16.66666603088379,15.225289344787598,15.225289344787598,15.225289344787598,8.304702758789062,15.225289344787598,18.270347595214844,11.11111068725586,16.66666603088379,15.225289344787598,18.270347595214844,20.0,16.66666603088379,16.66666603088379,2.0761756896972656,16.66666603088379,15.225289344787598,2.22809100151062,15.225289344787598,20.0,2.2727272510528564,15.225289344787598,16.66666603088379,16.66666603088379,20.0,16.66666603088379,15.225289344787598,16.66666603088379,16.66666603088379,16.66666603088379,16.66666603088379,12.5,20.0,20.0,15.225289344787598,16.66666603088379,8.304702758789062,18.270347595214844,16.66666603088379,16.66666603088379,15.225289344787598,18.270347595214844,16.66666603088379,16.66666603088379,10.0,15.225289344787598,15.225289344787598,16.66666603088379,6.090115547180176,16.66666603088379,16.66666603088379,16.66666603088379,18.270347595214844,20.0,15.225289344787598,20.0,9.090909004211426,20.0,11.11111068725586,6.666666507720947,18.270347595214844,15.225289344787598,3.4482758045196533,18.270347595214844,3.654069423675537,15.225289344787598,15.225289344787598,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15.225289344787598,15.225289344787598,15.225289344787598,11.418967247009277,16.66666603088379,9.090909004211426,10.0,15.225289344787598,16.66666603088379,15.225289344787598,15.225289344787598,2.857142925262451,15.225289344787598,16.66666603088379,15.225289344787598,16.66666603088379,16.66666603088379,15.225289344787598,18.270347595214844,12.5,6.5251240730285645,11.11111068725586,20.0,11.11111068725586,15.225289344787598,16.66666603088379,16.66666603088379,15.225289344787598,20.0,15.225289344787598,16.66666603088379,15.225289344787598,20.0,9.090909004211426,20.0,8.304702758789062,11.11111068725586,18.270347595214844,15.225289344787598,8.304702758789062,18.270347595214844,14.285714149475098,16.66666603088379,18.270347595214844,11.418967247009277,9.090909004211426,16.66666603088379,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,15.225289344787598,15.225289344787598,11.418967247009277,16.66666603088379,10.150193214416504,2.3423521518707275,16.66666603088379,7.142857074737549,10.150193214416504,15.225289344787598,18.270347595214844,15.225289344787598,15.225289344787598,2.8547418117523193,2.6100494861602783,18.270347595214844,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,18.270347595214844,16.66666603088379,15.225289344787598,16.66666603088379,15.225289344787598,15.225289344787598,20.0,16.66666603088379,10.150193214416504,16.66666603088379,16.66666603088379,15.225289344787598,16.66666603088379,16.66666603088379,20.0,16.66666603088379,16.66666603088379,18.270347595214844,15.225289344787598,15.225289344787598,18.270347595214844,20.0,16.66666603088379,15.225289344787598,8.304702758789062,15.225289344787598,13.050248146057129,15.225289344787598,15.225289344787598,12.5,16.66666603088379,18.270347595214844,15.225289344787598,16.66666603088379,16.66666603088379,16.66666603088379,15.225289344787598,16.66666603088379,15.225289344787598,9.135173797607422,15.225289344787598,16.66666603088379,16.66666603088379,15.225289344787598,2.5641026496887207,20.0,16.66666603088379,10.0,15.225289344787598,16.66666603088379,16.66666603088379,16.66666603088379,20.0,16.66666603088379,16.66666603088379,20.0,15.225289344787598,12.5,18.270347595214844,15.225289344787598,20.0,16.66666603088379,15.225289344787598,1.9859073162078857,16.66666603088379,3.125,16.66666603088379,15.225289344787598,18.270347595214844,16.66666603088379,18.270347595214844,20.0,16.66666603088379,16.66666603088379,15.225289344787598,2.17391300201416,9.135173797607422,16.66666603088379,16.66666603088379,20.0,16.66666603088379,20.0,18.270347595214844,15.225289344787598,16.66666603088379,15.225289344787598,15.225289344787598,15.225289344787598,15.225289344787598,14400,10.0,15.978274739999996,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,,,15.56679052,4,9,3117,10.0,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3.9436697959899902,9.692832934856416,0.32617586851119995,0.2,0.19093750402098522,0.023241166,-5.52550618648529,-0.05021477722639247,0.0003
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15.225289344787598,10.150193214416504,15.225289344787598,15.225289344787598,16.66666603088379,16.66666603088379,16.66666603088379,18.270347595214844,4.0,15.225289344787598,15.225289344787598,2.777777671813965,18.270347595214844,20.0,22.837934494018555,20.0,16.66666603088379,15.225289344787598,18.270347595214844,12.5,11.418967247009277,16.66666603088379,20.0,16.66666603088379,3.3833975791931152,16.66666603088379,16.66666603088379,15.225289344787598,16.66666603088379,6.5251240730285645,9.090909004211426,18.270347595214844,16.66666603088379,16.66666603088379,20.0,15.225289344787598,20.0,15.225289344787598,11.418967247009277,10.150193214416504,15.225289344787598,20.0,20.0,15.225289344787598,11.418967247009277,11.11111068725586,2.3255813121795654,16.66666603088379,15.225289344787598,13.050248146057129,16.66666603088379,15.225289344787598,15.225289344787598,15.225289344787598,20.0,18.270347595214844,15.225289344787598,16.66666603088379,12.5,15.225289344787598,15.225289344787598,15.225289344787598,18.270347595214844,15.225289344787598,9.135173797607422,2.537548303604126,15.225289344787598,16.66666603088379,18.270347595214844,9.135173797607422,3.7037036418914795,18.270347595214844,7.142857074737549,8.304702758789062,16.66666603088379,3.654069423675537,15.225289344787598,16.66666603088379,16.66666603088379,15.225289344787598,16.66666603088379,16.66666603088379,15.225289344787598,16.66666603088379,16.66666603088379,16.66666603088379,16.66666603088379,16.66666603088379,15.225289344787598,11.418967247009277,15.225289344787598,15.225289344787598,20.0,16.66666603088379,15.225289344787598,15.225289344787598,15.225289344787598,18.270347595214844,15.225289344787598,15.225289344787598,16.66666603088379,16.66666603088379,18.270347595214844,15.225289344787598,20.0,20.0,16.66666603088379,15.225289344787598,16.66666603088379,15.225289344787598,15.225289344787598,15.225289344787598,10.0,16.66666603088379,15.225289344787598,16.66666603088379,20.0,16.66666603088379,20.0,18.270347595214844,14.285714149475098,25.0,12.5,16.66666603088379,12.5,16.66666603088379,16.66666603088379,2.1244590282440186,16.66666603088379,15.225289344787598,11.418967247009277,16.66666603088379,20.0,18.270347595214844,18.270347595214844,16.66666603088379,10.0,20.0,15.225289344787598,18.270347595214844,16.66666603088379,18.270347595214844,16.66666603088379,16.66666603088379,20.0,15.225289344787598,20.0,18.270347595214844,12.5,16.66666603088379,16.66666603088379,11.11111068725586,20.0,15.225289344787598,15.225289344787598,16.66666603088379,18.270347595214844,15.225289344787598,15.225289344787598,18.270347595214844,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15.225289344787598,15.225289344787598,15.225289344787598,15.225289344787598,16.66666603088379,16.66666603088379,16.66666603088379,15.225289344787598,16.66666603088379,15.225289344787598,18.270347595214844,2.777777671813965,15.225289344787598,16.66666603088379,15.225289344787598,16.66666603088379,20.0,15.225289344787598,15.225289344787598,16.66666603088379,15.225289344787598,20.0,16.66666603088379,16.66666603088379,15.225289344787598,16.66666603088379,16.66666603088379,15.225289344787598,9.090909004211426,11.418967247009277,16.66666603088379,15.225289344787598,20.0,16.66666603088379,20.0,15.225289344787598,16.66666603088379,11.418967247009277,8.304702758789062,15.225289344787598,15.225289344787598,16.66666603088379,16.66666603088379,8.304702758789062,15.225289344787598,16.66666603088379,16.66666603088379,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,18.270347595214844,15.225289344787598,15.225289344787598,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,16.66666603088379,18.270347595214844,15.225289344787598,18.270347595214844,5.075096607208252,15.225289344787598,15.225289344787598,2.537548303604126,8.304702758789062,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,18.270347595214844,12.5,15.225289344787598,20.0,15.225289344787598,15.225289344787598,12.5,20.0,15.225289344787598,20.0,16.66666603088379,15.225289344787598,16.66666603088379,12.5,16.66666603088379,16.66666603088379,16.66666603088379,15.225289344787598,15.225289344787598,15.225289344787598,15.225289344787598,16.66666603088379,16.66666603088379,11.418967247009277,15.225289344787598,15.225289344787598,15.225289344787598,15.225289344787598,15.225289344787598,16.66666603088379,20.0,15.225289344787598,18.270347595214844,16.66666603088379,16.66666603088379,16.66666603088379,15.225289344787598,16.66666603088379,15.225289344787598,15.225289344787598,15.225289344787598,16.66666603088379,16.66666603088379,18.270347595214844,16.66666603088379,20.0,6.666666507720947,16.66666603088379,15.225289344787598,16.66666603088379,16.66666603088379,9.090909004211426,9.090909004211426,16.66666603088379,16.66666603088379,3.846153736114502,15.225289344787598,16.66666603088379,15.225289344787598,18.270347595214844,16.66666603088379,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,16.66666603088379,16.66666603088379,15.225289344787598,18.270347595214844,16.66666603088379,15.225289344787598,16.66666603088379,16.66666603088379,5.55555534362793,6.090115547180176,16.66666603088379,15.225289344787598,20.0,16.66666603088379,16.66666603088379,16.66666603088379,16.66666603088379,3.513528347015381,15.225289344787598,16.66666603088379,15.225289344787598,15.225289344787598,18.270347595214844,15.225289344787598,16000,10.0,16.364145039999997,,,,,,,,,,,,,,,
