custom/best_energy,env54/episode_return_disc,env50/episode_return_disc,env20/episode_return,env57/episode_return,env60/episode_return,env38/episode_return_disc,env24/episode_return,env65/episode_return_disc,env74/episode_return_disc,env15/episode_return_disc,env55/episode_return,env58/episode_return_disc,env26/episode_return_disc,env28/episode_return,env35/episode_return,env61/episode_return_disc,env17/episode_return,env49/episode_return,env3/episode_return_disc,env41/episode_return_disc,env43/episode_return_disc,env7/episode_return_disc,env43/episode_return,env44/episode_return,env61/episode_return,env64/episode_return,env35/episode_return_disc,env74/episode_return,env19/episode_return_disc,env12/episode_return,env21/episode_return,env37/episode_return,env4/episode_return,env46/episode_return,env67/episode_return,env54/episode_return,env48/episode_return_disc,env19/episode_return,env25/episode_return,env53/episode_return_disc,env1/episode_return,env39/episode_return,env68/episode_return_disc,env52/episode_return,env17/episode_return_disc,env40/episode_return_disc,env57/episode_return_disc,env53/episode_return,env42/episode_return_disc,env11/episode_return,env36/episode_return_disc,env6/episode_return,env38/episode_return,env29/episode_return_disc,env8/episode_return,env33/episode_return,env41/episode_return,env72/episode_return_disc,env71/episode_return,env39/episode_return_disc,env27/episode_return,env20/episode_return_disc,env23/episode_return_disc,env32/episode_return,env31/episode_return,env15/episode_return,env31/episode_return_disc,env14/episode_return,env40/episode_return,env60/episode_return_disc,env2/episode_return,env66/episode_return,env45/episode_return,env26/episode_return,env16/episode_return,env0/episode_return,env56/episode_return,env10/episode_return_disc,env62/episode_return_disc,env6/episode_return_disc,env49/episode_return_disc,env69/episode_return,env7/episode_return,env29/episode_return,env67/episode_return_disc,env1/episode_return_disc,env23/episode_return,env71/episode_return_disc,env59/episode_return_disc,env22/episode_return,env2/episode_return_disc,env27/episode_return_disc,env63/episode_return,env36/episode_return,env16/episode_return_disc,env55/episode_return_disc,env0/episode_return_disc,env68/episode_return,env70/episode_return_disc,env34/episode_return,env30/episode_return_disc,env52/episode_return_disc,env66/episode_return_disc,env73/episode_return,env47/episode_return,env5/episode_return,env45/episode_return_disc,env75/episode_return_disc,env8/episode_return_disc,env58/episode_return,env3/episode_return,env42/episode_return,env62/episode_return,env48/episode_return,env77/episode_return_disc,env18/episode_return_disc,env30/episode_return,env77/episode_return,env47/episode_return_disc,env44/episode_return_disc,env37/episode_return_disc,env13/episode_return_disc,env51/episode_return_disc,env12/episode_return_disc,env79/episode_return_disc,env50/episode_return,env14/episode_return_disc,env59/episode_return,env64/episode_return_disc,env76/episode_return,env78/episode_return_disc,env65/episode_return,env69/episode_return_disc,env79/episode_return,env24/episode_return_disc,env4/episode_return_disc,env34/episode_return_disc,env5/episode_return_disc,env18/episode_return,env22/episode_return_disc,env33/episode_return_disc,env9/episode_return_disc,env56/episode_return_disc,env75/episode_return,env46/episode_return_disc,env76/episode_return_disc,env63/episode_return_disc,env11/episode_return_disc,env72/episode_return,env9/episode_return,env25/episode_return_disc,env32/episode_return_disc,env70/episode_return,env28/episode_return_disc,env13/episode_return,env10/episode_return,env21/episode_return_disc,env78/episode_return,env73/episode_return_disc,env51/episode_return,time/total_timesteps,eval/mean_reward,eval/mean_ep_length,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/n_updates,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/clip_range,train/loss,train/explained_variance
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12800,,,10.0,8,1726,10.469705320000001,7,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,8.434128153324128,0.08734375083586202,-0.038454865706444255,0.0003,-5.891051042079925,0.0118669085,0.2,3.5270535945892334,0.5251474976539612
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.090115547180176,4.807986259460449,5.0,16.66666603088379,5.55555534362793,6.5251240730285645,8.333333015441895,10.150193214416504,15.225289344787598,5.709483623504639,14.285714149475098,15.225289344787598,6.5251240730285645,8.333333015441895,16.66666603088379,3.8063223361968994,14.285714149475098,8.333333015441895,6.090115547180176,9.135173797607422,13.050248146057129,13.050248146057129,14.285714149475098,10.0,4.166666507720947,14.285714149475098,15.225289344787598,16.66666603088379,15.225289344787598,5.263157844543457,16.66666603088379,8.333333015441895,14.285714149475098,9.090909004211426,11.11111068725586,6.666666507720947,5.075096607208252,16.66666603088379,5.0,13.050248146057129,3.3333332538604736,5.0,4.807986259460449,6.25,13.050248146057129,6.5251240730285645,15.225289344787598,14.285714149475098,15.225289344787598,6.666666507720947,7.612644672393799,14.285714149475098,7.142857074737549,15.225289344787598,14.285714149475098,6.666666507720947,10.0,15.225289344787598,16.66666603088379,4.567586898803711,14.285714149475098,4.567586898803711,15.225289344787598,8.333333015441895,5.55555534362793,6.25,5.075096607208252,16.66666603088379,7.142857074737549,5.075096607208252,3.4482758045196533,16.66666603088379,8.333333015441895,7.142857074737549,16.66666603088379,16.66666603088379,16.66666603088379,4.807986259460449,11.418967247009277,13.050248146057129,7.612644672393799,5.882352828979492,14.285714149475098,16.66666603088379,10.150193214416504,3.045057773590088,16.66666603088379,15.225289344787598,6.5251240730285645,6.666666507720947,3.150059938430786,13.050248146057129,6.25,8.333333015441895,15.225289344787598,13.050248146057129,15.225289344787598,5.263157844543457,4.152351379394531,5.0,5.373631477355957,5.709483623504639,15.225289344787598,6.666666507720947,16.66666603088379,6.666666507720947,7.612644672393799,3.8063223361968994,13.050248146057129,16.66666603088379,6.666666507720947,16.66666603088379,12.5,5.55555534362793,8.304702758789062,3.654069423675537,5.882352828979492,9.090909004211426,15.225289344787598,9.135173797607422,7.612644672393799,13.050248146057129,3.513528347015381,4.807986259460449,13.050248146057129,5.263157844543457,15.225289344787598,7.142857074737549,13.050248146057129,14.285714149475098,3.9718146324157715,11.11111068725586,5.373631477355957,14.285714149475098,7.612644672393799,13.050248146057129,4.567586898803711,6.090115547180176,4.0,6.090115547180176,6.090115547180176,15.225289344787598,15.225289344787598,4.166666507720947,8.304702758789062,13.050248146057129,5.709483623504639,6.090115547180176,16.66666603088379,16.66666603088379,4.567586898803711,7.612644672393799,4.545454502105713,7.612644672393799,14.285714149475098,5.263157844543457,15.225289344787598,4.34782600402832,6.090115547180176,3.846153736114502,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15.225289344787598,8.304702758789062,16.66666603088379,7.142857074737549,16.66666603088379,15.225289344787598,7.142857074737549,3.3833975791931152,15.225289344787598,5.075096607208252,5.55555534362793,15.225289344787598,15.225289344787598,5.882352828979492,14.285714149475098,7.612644672393799,14.285714149475098,5.55555534362793,5.709483623504639,13.050248146057129,7.612644672393799,6.5251240730285645,8.333333015441895,14.285714149475098,8.333333015441895,6.666666507720947,13.050248146057129,16.66666603088379,6.090115547180176,16.66666603088379,4.34782600402832,16.66666603088379,14.285714149475098,7.142857074737549,6.666666507720947,16.66666603088379,13.050248146057129,6.666666507720947,16.66666603088379,3.8063223361968994,14.285714149475098,16.66666603088379,6.5251240730285645,5.55555534362793,13.050248146057129,13.050248146057129,6.5251240730285645,4.166666507720947,4.152351379394531,6.666666507720947,4.807986259460449,16.66666603088379,16.66666603088379,9.135173797607422,6.25,14.285714149475098,14.285714149475098,13.050248146057129,9.090909004211426,15.225289344787598,6.25,15.225289344787598,4.807986259460449,10.0,5.0,5.55555534362793,4.567586898803711,14.285714149475098,14.285714149475098,15.225289344787598,8.333333015441895,14.285714149475098,3.7037036418914795,16.66666603088379,4.761904716491699,6.25,14.285714149475098,6.090115547180176,5.709483623504639,15.225289344787598,5.075096607208252,4.34782600402832,7.142857074737549,10.0,6.090115547180176,13.050248146057129,5.263157844543457,8.304702758789062,4.350082874298096,4.34782600402832,7.612644672393799,5.709483623504639,4.761904716491699,5.263157844543457,4.350082874298096,5.075096607208252,5.709483623504639,7.142857074737549,15.225289344787598,5.0,15.225289344787598,5.075096607208252,13.050248146057129,16.66666603088379,4.34782600402832,4.761904716491699,3.3833975791931152,5.373631477355957,5.709483623504639,16.66666603088379,6.25,4.545454502105713,6.25,14.285714149475098,13.050248146057129,7.027056694030762,16.66666603088379,14.285714149475098,3.9718146324157715,13.050248146057129,15.225289344787598,6.090115547180176,4.350082874298096,15.225289344787598,4.152351379394531,9.090909004211426,13.050248146057129,4.761904716491699,6.090115547180176,5.55555534362793,13.050248146057129,3.7037036418914795,3.9718146324157715,4.545454502105713,6.5251240730285645,13.050248146057129,4.567586898803711,4.350082874298096,7.692307472229004,3.9718146324157715,13.050248146057129,7.612644672393799,13.050248146057129,5.882352828979492,6.5251240730285645,5.075096607208252,4.350082874298096,6.090115547180176,14.285714149475098,8.333333015441895,15.225289344787598,9.135173797607422,16.66666603088379,5.373631477355957,6.666666507720947,6.666666507720947,3.9718146324157715,14.285714149475098,15.225289344787598,4.761904716491699,14400,10.740253439999998,10.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,,,10.0,9,1946,9.72573366,7,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,8.777148675918578,0.06750000062165781,-0.03509520381485345,0.0003,-5.942968535423279,0.009944268,0.2,4.030460357666016,0.5070641338825226
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15.225289344787598,15.225289344787598,8.333333015441895,10.0,16.66666603088379,3.9718146324157715,14.285714149475098,15.225289344787598,15.225289344787598,6.090115547180176,14.285714149475098,7.612644672393799,9.135173797607422,16.66666603088379,4.761904716491699,13.050248146057129,16.66666603088379,5.882352828979492,15.225289344787598,15.225289344787598,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,16.66666603088379,4.350082874298096,16.66666603088379,15.225289344787598,16.66666603088379,7.142857074737549,16.66666603088379,16.66666603088379,16.66666603088379,6.25,16.66666603088379,13.050248146057129,16.66666603088379,16.66666603088379,15.225289344787598,14.285714149475098,5.263157844543457,15.225289344787598,14.285714149475098,15.225289344787598,5.709483623504639,9.135173797607422,16.66666603088379,13.050248146057129,11.11111068725586,15.225289344787598,8.333333015441895,4.34782600402832,15.225289344787598,11.11111068725586,14.285714149475098,16.66666603088379,15.225289344787598,16.66666603088379,4.807986259460449,9.090909004211426,7.612644672393799,15.225289344787598,6.666666507720947,9.090909004211426,6.666666507720947,8.304702758789062,5.882352828979492,6.25,15.225289344787598,16.66666603088379,7.142857074737549,5.263157844543457,10.0,16.66666603088379,16.66666603088379,14.285714149475098,6.5251240730285645,4.350082874298096,7.612644672393799,5.373631477355957,14.285714149475098,14.285714149475098,16.66666603088379,5.709483623504639,13.050248146057129,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,15.225289344787598,8.304702758789062,5.882352828979492,16.66666603088379,15.225289344787598,13.050248146057129,15.225289344787598,16.66666603088379,5.373631477355957,14.285714149475098,15.225289344787598,13.050248146057129,6.5251240730285645,6.25,4.761904716491699,12.5,4.807986259460449,15.225289344787598,10.150193214416504,8.333333015441895,16.66666603088379,14.285714149475098,4.761904716491699,14.285714149475098,13.050248146057129,15.225289344787598,16.66666603088379,14.285714149475098,4.350082874298096,13.050248146057129,15.225289344787598,10.150193214416504,5.075096607208252,15.225289344787598,13.050248146057129,16.66666603088379,5.373631477355957,16.66666603088379,15.225289344787598,14.285714149475098,7.612644672393799,16.66666603088379,13.050248146057129,14.285714149475098,13.050248146057129,15.225289344787598,13.050248146057129,11.418967247009277,16.66666603088379,15.225289344787598,13.050248146057129,15.225289344787598,13.050248146057129,16.66666603088379,15.225289344787598,13.050248146057129,5.373631477355957,10.150193214416504,16.66666603088379,16.66666603088379,15.225289344787598,6.090115547180176,5.882352828979492,15.225289344787598,11.11111068725586,7.142857074737549,6.5251240730285645,8.333333015441895,5.709483623504639,5.55555534362793,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
