custom/best_energy,env1/episode_return_disc,env48/episode_return,env45/episode_return,env19/episode_return,env21/episode_return_disc,env49/episode_return_disc,env44/episode_return,env57/episode_return,env57/episode_return_disc,env50/episode_return_disc,env52/episode_return,env69/episode_return_disc,env6/episode_return_disc,env5/episode_return,env70/episode_return,env36/episode_return_disc,env70/episode_return_disc,env9/episode_return,env16/episode_return,env15/episode_return,env59/episode_return_disc,env25/episode_return_disc,env17/episode_return_disc,env18/episode_return_disc,env32/episode_return_disc,env9/episode_return_disc,env51/episode_return_disc,env14/episode_return,env23/episode_return,env76/episode_return,env79/episode_return_disc,env72/episode_return,env67/episode_return_disc,env73/episode_return,env22/episode_return,env42/episode_return_disc,env40/episode_return,env3/episode_return_disc,env8/episode_return,env43/episode_return,env56/episode_return,env41/episode_return_disc,env42/episode_return,env60/episode_return,env58/episode_return,env24/episode_return,env45/episode_return_disc,env48/episode_return_disc,env72/episode_return_disc,env29/episode_return_disc,env65/episode_return,env20/episode_return_disc,env5/episode_return_disc,env16/episode_return_disc,env24/episode_return_disc,env71/episode_return_disc,env3/episode_return,env62/episode_return_disc,env55/episode_return,env25/episode_return,env75/episode_return_disc,env34/episode_return_disc,env34/episode_return,env10/episode_return,env47/episode_return,env47/episode_return_disc,env15/episode_return_disc,env53/episode_return_disc,env46/episode_return_disc,env33/episode_return_disc,env0/episode_return_disc,env77/episode_return,env11/episode_return,env63/episode_return_disc,env2/episode_return,env56/episode_return_disc,env49/episode_return,env12/episode_return_disc,env7/episode_return_disc,env62/episode_return,env78/episode_return,env69/episode_return,env54/episode_return_disc,env58/episode_return_disc,env35/episode_return,env2/episode_return_disc,env26/episode_return,env28/episode_return_disc,env38/episode_return_disc,env60/episode_return_disc,env40/episode_return_disc,env41/episode_return,env50/episode_return,env26/episode_return_disc,env37/episode_return_disc,env0/episode_return,env61/episode_return_disc,env27/episode_return,env73/episode_return_disc,env31/episode_return,env31/episode_return_disc,env39/episode_return,env64/episode_return_disc,env22/episode_return_disc,env30/episode_return_disc,env44/episode_return_disc,env21/episode_return,env17/episode_return,env63/episode_return,env68/episode_return_disc,env74/episode_return_disc,env77/episode_return_disc,env46/episode_return,env1/episode_return,env13/episode_return_disc,env10/episode_return_disc,env30/episode_return,env65/episode_return_disc,env13/episode_return,env75/episode_return,env67/episode_return,env53/episode_return,env33/episode_return,env19/episode_return_disc,env35/episode_return_disc,env4/episode_return,env79/episode_return,env38/episode_return,env8/episode_return_disc,env27/episode_return_disc,env39/episode_return_disc,env78/episode_return_disc,env43/episode_return_disc,env74/episode_return,env71/episode_return,env20/episode_return,env18/episode_return,env4/episode_return_disc,env54/episode_return,env76/episode_return_disc,env52/episode_return_disc,env37/episode_return,env7/episode_return,env55/episode_return_disc,env66/episode_return_disc,env64/episode_return,env6/episode_return,env51/episode_return,env11/episode_return_disc,env32/episode_return,env61/episode_return,env66/episode_return,env12/episode_return,env59/episode_return,env29/episode_return,env28/episode_return,env68/episode_return,env23/episode_return_disc,env14/episode_return_disc,env36/episode_return,eval/mean_reward,eval/mean_ep_length,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/entropy_loss,train/loss,train/clip_range,train/n_updates,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/learning_rate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,2,3815,10.0,6.014566340000001,5,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.48039436340332,7.789918422698975,0.2,20,0.021954352,0.16515625320607796,-0.04906960739335773,14.197782301902771,0.38865721225738525,0.0003
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4.567586898803711,10.0,2.0833332538604736,2.5641026496887207,4.350082874298096,18.270347595214844,2.857142925262451,2.5641026496887207,2.3423521518707275,3.3833975791931152,3.7037036418914795,18.270347595214844,3.513528347015381,20.0,2.941176414489746,2.22809100151062,2.6868157386779785,3.0303030014038086,4.0,3.5714285373687744,18.270347595214844,3.8063223361968994,2.8547418117523193,3.9718146324157715,2.9468302726745605,2.7682344913482666,2.6868157386779785,2.941176414489746,3.125,3.846153736114502,2.1244590282440186,3.125,3.654069423675537,20.0,3.7037036418914795,2.3423521518707275,20.0,2.9468302726745605,4.34782600402832,3.3333332538604736,4.0,4.350082874298096,2.5641026496887207,4.545454502105713,2.857142925262451,2.040816307067871,1.9031611680984497,9.135173797607422,2.8547418117523193,3.2625620365142822,3.4482758045196533,1.6312810182571411,18.270347595214844,3.654069423675537,1.8643211126327515,18.270347595214844,3.225806474685669,3.045057773590088,20.0,4.166666507720947,3.045057773590088,2.468965768814087,2.702702760696411,10.0,3.125,2.8547418117523193,3.2625620365142822,4.350082874298096,3.150059938430786,2.6868157386779785,18.270347595214844,20.0,3.4482758045196533,2.030038595199585,3.4482758045196533,3.654069423675537,20.0,18.270347595214844,4.350082874298096,3.3333332538604736,2.941176414489746,20.0,3.045057773590088,2.6100494861602783,2.5641026496887207,3.150059938430786,3.0303030014038086,4.350082874298096,3.9718146324157715,4.152351379394531,18.270347595214844,4.761904716491699,3.7037036418914795,2.7682344913482666,3.9718146324157715,20.0,3.513528347015381,2.941176414489746,18.270347595214844,3.225806474685669,2.9468302726745605,4.166666507720947,2.6868157386779785,3.3833975791931152,3.045057773590088,2.6100494861602783,4.761904716491699,3.125,2.222222328186035,2.3423521518707275,1.94365394115448,18.270347595214844,3.4482758045196533,5.0,3.513528347015381,9.135173797607422,3.3333332538604736,3.150059938430786,3.846153736114502,3.3333332538604736,4.0,4.761904716491699,2.941176414489746,2.3423521518707275,2.3423521518707275,12.5,2.3255813121795654,4.34782600402832,3.9718146324157715,2.6868157386779785,3.8063223361968994,2.6868157386779785,3.045057773590088,2.127659559249878,20.0,1.7857142686843872,4.34782600402832,11.418967247009277,3.3333332538604736,3.513528347015381,3.3833975791931152,4.34782600402832,4.761904716491699,18.270347595214844,3.8063223361968994,2.941176414489746,3.846153736114502,2.941176414489746,3.150059938430786,3.225806474685669,3.846153736114502,4.166666507720947,20.0,20.0,3.5714285373687744,4.761904716491699,2.5641026496887207,2.8547418117523193,2.6868157386779785,2.4390244483947754,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.030038595199585,2.3255813121795654,5.0,2.17391300201416,2.175041437149048,18.270347595214844,2.3809523582458496,4.34782600402832,3.9718146324157715,2.2837934494018555,2.6315789222717285,18.270347595214844,3.513528347015381,2.5641026496887207,5.0,3.3833975791931152,4.567586898803711,20.0,20.0,20.0,2.6868157386779785,2.6868157386779785,3.3833975791931152,3.9718146324157715,2.7682344913482666,18.270347595214844,18.270347595214844,5.882352828979492,20.0,20.0,9.135173797607422,12.5,18.270347595214844,3.225806474685669,14.285714149475098,3.9718146324157715,3.225806474685669,4.152351379394531,20.0,20.0,3.4482758045196533,1.9859073162078857,4.34782600402832,4.166666507720947,3.3333332538604736,3.5714285373687744,4.567586898803711,2.1244590282440186,11.418967247009277,3.513528347015381,3.125,2.3423521518707275,2.3423521518707275,18.270347595214844,3.2625620365142822,3.2625620365142822,4.545454502105713,9.135173797607422,20.0,2.941176414489746,4.152351379394531,1.9859073162078857,2.17391300201416,3.5714285373687744,3.846153736114502,3.513528347015381,18.270347595214844,2.7682344913482666,1.723617672920227,3.513528347015381,4.152351379394531,20.0,3.4482758045196533,2.7682344913482666,3.7037036418914795,3.150059938430786,20.0,2.4039931297302246,2.8547418117523193,10.0,3.125,20.0,3.3833975791931152,3.045057773590088,20.0,3.3833975791931152,4.761904716491699,18.270347595214844,2.6868157386779785,3.8063223361968994,2.9468302726745605,2.17391300201416,2.5,4.350082874298096,3.8063223361968994,4.545454502105713,18.270347595214844,2.702702760696411,2.9468302726745605,20.0,18.270347595214844,3.225806474685669,2.468965768814087,13.050248146057129,3.513528347015381,2.175041437149048,2.3809523582458496,3.7037036418914795,3.0303030014038086,3.3833975791931152,2.6868157386779785,18.270347595214844,1.8867924213409424,2.222222328186035,4.152351379394531,3.2625620365142822,3.846153736114502,2.8547418117523193,4.545454502105713,4.545454502105713,20.0,3.0303030014038086,3.846153736114502,1.9859073162078857,18.270347595214844,5.55555534362793,10.0,2.941176414489746,18.270347595214844,2.468965768814087,2.9468302726745605,2.8547418117523193,18.270347595214844,2.941176414489746,3.5714285373687744,2.5641026496887207,4.34782600402832,5.075096607208252,3.7037036418914795,18.270347595214844,2.4039931297302246,4.166666507720947,3.125,18.270347595214844,3.9718146324157715,2.702702760696411,3.846153736114502,20.0,3.150059938430786,3.0303030014038086,20.0,4.34782600402832,2.6315789222717285,2.941176414489746,3.846153736114502,20.0,3.7037036418914795,18.270347595214844,5.373631477355957,3.7037036418914795,7.46993954,10.0,9600,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600,2,4695,10.0,7.232159530000001,6,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.427957665920258,8.571038246154785,0.2,24,0.020797973,0.1435937530710362,-0.04634731028818351,16.225155186653136,0.46665364503860474,0.0003
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3.045057773590088,3.225806474685669,20.0,2.3809523582458496,18.270347595214844,2.7682344913482666,4.34782600402832,4.34782600402832,3.9718146324157715,18.270347595214844,3.846153736114502,4.567586898803711,3.654069423675537,3.3333332538604736,2.5,3.045057773590088,2.2837934494018555,4.0,20.0,2.941176414489746,4.350082874298096,2.6100494861602783,18.270347595214844,2.468965768814087,2.175041437149048,3.654069423675537,18.270347595214844,4.166666507720947,2.5641026496887207,20.0,4.350082874298096,3.846153736114502,1.8643211126327515,20.0,3.4482758045196533,2.030038595199585,20.0,2.9468302726745605,3.7037036418914795,3.125,4.34782600402832,18.270347595214844,2.222222328186035,20.0,20.0,20.0,18.270347595214844,2.9468302726745605,3.513528347015381,18.270347595214844,3.4482758045196533,2.2837934494018555,3.045057773590088,18.270347595214844,18.270347595214844,2.175041437149048,3.225806474685669,4.350082874298096,20.0,2.857142925262451,3.045057773590088,2.9468302726745605,3.225806474685669,20.0,20.0,18.270347595214844,2.6868157386779785,18.270347595214844,18.270347595214844,3.150059938430786,18.270347595214844,14.285714149475098,20.0,18.270347595214844,20.0,3.9718146324157715,3.0303030014038086,2.537548303604126,3.2625620365142822,4.761904716491699,20.0,5.0,3.2625620365142822,18.270347595214844,3.5714285373687744,18.270347595214844,4.0,18.270347595214844,2.6100494861602783,18.270347595214844,18.270347595214844,20.0,20.0,3.654069423675537,18.270347595214844,20.0,3.654069423675537,4.0,18.270347595214844,2.4390244483947754,2.22809100151062,4.545454502105713,3.045057773590088,3.150059938430786,2.7682344913482666,3.9718146324157715,20.0,20.0,20.0,18.270347595214844,18.270347595214844,13.050248146057129,20.0,3.3333332538604736,11.418967247009277,18.270347595214844,3.0303030014038086,3.150059938430786,12.5,3.3333332538604736,2.040816307067871,20.0,3.4482758045196533,2.175041437149048,3.2625620365142822,20.0,4.761904716491699,2.857142925262451,3.3833975791931152,3.654069423675537,4.152351379394531,18.270347595214844,2.8547418117523193,20.0,2.3809523582458496,2.5,2.702702760696411,18.270347595214844,3.5714285373687744,18.270347595214844,3.513528347015381,20.0,3.5714285373687744,18.270347595214844,18.270347595214844,3.3333332538604736,4.0,20.0,18.270347595214844,2.3809523582458496,4.0,20.0,2.777777671813965,4.761904716491699,20.0,20.0,20.0,2.3423521518707275,3.8063223361968994,3.3333332538604736,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18.270347595214844,20.0,20.0,14.285714149475098,2.6100494861602783,18.270347595214844,5.263157844543457,20.0,18.270347595214844,18.270347595214844,20.0,2.0761756896972656,3.9718146324157715,2.3255813121795654,20.0,3.8063223361968994,18.270347595214844,11.11111068725586,20.0,20.0,3.3833975791931152,3.3833975791931152,3.654069423675537,3.9718146324157715,2.2837934494018555,10.150193214416504,2.8547418117523193,3.4482758045196533,2.3809523582458496,5.882352828979492,7.612644672393799,20.0,3.654069423675537,20.0,20.0,2.9468302726745605,2.857142925262451,3.3833975791931152,20.0,4.761904716491699,2.702702760696411,3.150059938430786,3.225806474685669,3.0303030014038086,2.3255813121795654,3.5714285373687744,18.270347595214844,18.270347595214844,18.270347595214844,1.7912105321884155,3.4482758045196533,3.9718146324157715,2.1244590282440186,18.270347595214844,3.2625620365142822,2.9468302726745605,3.7037036418914795,18.270347595214844,11.11111068725586,3.7037036418914795,3.654069423675537,4.350082874298096,4.761904716491699,4.545454502105713,20.0,18.270347595214844,18.270347595214844,2.9468302726745605,1.94365394115448,3.654069423675537,3.513528347015381,2.5,20.0,3.9718146324157715,5.882352828979492,2.468965768814087,20.0,2.6100494861602783,2.7682344913482666,20.0,3.4482758045196533,2.2727272510528564,3.150059938430786,2.1244590282440186,3.846153736114502,5.373631477355957,20.0,2.9468302726745605,4.350082874298096,2.7682344913482666,2.6100494861602783,3.4482758045196533,20.0,18.270347595214844,2.4039931297302246,3.846153736114502,18.270347595214844,5.882352828979492,18.270347595214844,3.846153736114502,3.513528347015381,2.702702760696411,2.537548303604126,18.270347595214844,18.270347595214844,4.807986259460449,2.857142925262451,4.0,4.34782600402832,2.9468302726745605,18.270347595214844,2.2837934494018555,2.127659559249878,20.0,3.3833975791931152,4.152351379394531,20.0,3.150059938430786,3.7037036418914795,4.0,4.0,3.225806474685669,4.0,13.050248146057129,3.513528347015381,4.34782600402832,8.333333015441895,4.761904716491699,18.270347595214844,5.373631477355957,2.468965768814087,3.150059938430786,4.350082874298096,20.0,3.225806474685669,4.34782600402832,4.34782600402832,3.9718146324157715,3.4482758045196533,5.373631477355957,18.270347595214844,2.6315789222717285,3.0303030014038086,10.150193214416504,2.6100494861602783,2.777777671813965,4.34782600402832,3.125,18.270347595214844,2.5,20.0,2.857142925262451,2.857142925262451,3.7037036418914795,1.9607843160629272,3.225806474685669,3.225806474685669,2.175041437149048,3.150059938430786,4.166666507720947,8.39705522,10.0,11200,,,,,,,,,,,,,,,
