custom/best_energy,env0/episode_return,env28/episode_return_disc,env64/episode_return_disc,env10/episode_return_disc,env77/episode_return,env35/episode_return,env35/episode_return_disc,env17/episode_return,env38/episode_return_disc,env57/episode_return_disc,env31/episode_return,env2/episode_return,env22/episode_return_disc,env67/episode_return,env16/episode_return_disc,env46/episode_return_disc,env71/episode_return_disc,env44/episode_return,env7/episode_return,env59/episode_return,env8/episode_return_disc,env36/episode_return,env60/episode_return_disc,env26/episode_return_disc,env79/episode_return_disc,env61/episode_return,env13/episode_return,env33/episode_return_disc,env29/episode_return_disc,env52/episode_return,env0/episode_return_disc,env45/episode_return,env50/episode_return,env11/episode_return_disc,env76/episode_return,env9/episode_return,env54/episode_return_disc,env9/episode_return_disc,env62/episode_return_disc,env71/episode_return,env17/episode_return_disc,env67/episode_return_disc,env20/episode_return,env59/episode_return_disc,env30/episode_return,env18/episode_return_disc,env51/episode_return_disc,env73/episode_return,env56/episode_return,env66/episode_return_disc,env28/episode_return,env48/episode_return,env41/episode_return_disc,env10/episode_return,env74/episode_return_disc,env24/episode_return_disc,env27/episode_return,env1/episode_return_disc,env69/episode_return_disc,env50/episode_return_disc,env15/episode_return,env14/episode_return_disc,env58/episode_return_disc,env15/episode_return_disc,env34/episode_return_disc,env6/episode_return_disc,env42/episode_return_disc,env5/episode_return,env77/episode_return_disc,env53/episode_return,env78/episode_return_disc,env4/episode_return_disc,env36/episode_return_disc,env23/episode_return,env68/episode_return_disc,env14/episode_return,env39/episode_return,env44/episode_return_disc,env78/episode_return,env27/episode_return_disc,env5/episode_return_disc,env38/episode_return,env70/episode_return_disc,env21/episode_return_disc,env47/episode_return,env61/episode_return_disc,env1/episode_return,env49/episode_return_disc,env65/episode_return,env72/episode_return,env48/episode_return_disc,env19/episode_return,env26/episode_return,env31/episode_return_disc,env33/episode_return,env13/episode_return_disc,env73/episode_return_disc,env21/episode_return,env16/episode_return,env45/episode_return_disc,env8/episode_return,env32/episode_return_disc,env55/episode_return,env55/episode_return_disc,env79/episode_return,env56/episode_return_disc,env58/episode_return,env39/episode_return_disc,env24/episode_return,env25/episode_return,env11/episode_return,env40/episode_return,env40/episode_return_disc,env6/episode_return,env25/episode_return_disc,env76/episode_return_disc,env46/episode_return,env37/episode_return,env62/episode_return,env34/episode_return,env41/episode_return,env30/episode_return_disc,env51/episode_return,env42/episode_return,env68/episode_return,env19/episode_return_disc,env49/episode_return,env69/episode_return,env64/episode_return,env72/episode_return_disc,env7/episode_return_disc,env63/episode_return,env65/episode_return_disc,env20/episode_return_disc,env47/episode_return_disc,env74/episode_return,env37/episode_return_disc,env75/episode_return,env52/episode_return_disc,env57/episode_return,env23/episode_return_disc,env54/episode_return,env4/episode_return,env2/episode_return_disc,env3/episode_return_disc,env60/episode_return,env22/episode_return,env63/episode_return_disc,env12/episode_return,env18/episode_return,env29/episode_return,env43/episode_return_disc,env70/episode_return,env75/episode_return_disc,env32/episode_return,env43/episode_return,env12/episode_return_disc,env53/episode_return_disc,env66/episode_return,env3/episode_return,eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,train/approx_kl,train/explained_variance,train/loss,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/n_updates,train/value_loss
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.702702760696411,4.807986259460449,2.9468302726745605,2.22809100151062,2.4390244483947754,4.166666507720947,3.8063223361968994,4.545454502105713,3.150059938430786,7.612644672393799,4.0,2.5,3.513528347015381,3.125,2.6100494861602783,4.567586898803711,2.6868157386779785,2.5641026496887207,2.6315789222717285,2.777777671813965,10.150193214416504,10.0,3.8063223361968994,2.7682344913482666,2.2837934494018555,2.3809523582458496,2.3255813121795654,2.2837934494018555,3.8063223361968994,20.0,2.468965768814087,2.222222328186035,2.857142925262451,3.150059938430786,20.0,20.0,2.6100494861602783,18.270347595214844,4.807986259460449,2.941176414489746,4.152351379394531,2.8547418117523193,3.125,2.537548303604126,20.0,13.050248146057129,4.567586898803711,3.7037036418914795,2.702702760696411,18.270347595214844,5.263157844543457,2.3255813121795654,3.045057773590088,2.4390244483947754,3.654069423675537,2.4039931297302246,7.142857074737549,2.9468302726745605,2.7682344913482666,2.6100494861602783,2.941176414489746,2.6868157386779785,2.7682344913482666,2.6868157386779785,2.175041437149048,5.709483623504639,5.709483623504639,2.127659559249878,2.22809100151062,2.5,2.468965768814087,5.373631477355957,9.135173797607422,3.846153736114502,11.418967247009277,2.941176414489746,2.5641026496887207,2.3423521518707275,2.702702760696411,6.5251240730285645,1.94365394115448,3.4482758045196533,2.6100494861602783,18.270347595214844,3.3333332538604736,2.175041437149048,3.225806474685669,2.2837934494018555,4.166666507720947,3.225806474685669,2.1244590282440186,3.125,3.0303030014038086,3.654069423675537,2.5,2.1244590282440186,3.3833975791931152,20.0,2.857142925262451,2.030038595199585,11.11111068725586,2.6868157386779785,2.702702760696411,2.468965768814087,2.5,2.468965768814087,3.0303030014038086,2.3423521518707275,2.6315789222717285,5.882352828979492,3.4482758045196533,3.846153736114502,3.513528347015381,6.25,5.373631477355957,18.270347595214844,5.0,4.761904716491699,5.263157844543457,2.3809523582458496,3.3333332538604736,18.270347595214844,5.0,6.25,12.5,2.8547418117523193,2.5,3.0303030014038086,3.225806474685669,2.9468302726745605,2.4039931297302246,3.846153736114502,3.8063223361968994,2.8547418117523193,3.045057773590088,4.0,4.350082874298096,2.702702760696411,18.270347595214844,8.333333015441895,3.513528347015381,2.857142925262451,5.882352828979492,2.2837934494018555,5.373631477355957,4.166666507720947,3.846153736114502,3.513528347015381,2.857142925262451,14.285714149475098,4.166666507720947,2.22809100151062,2.857142925262451,2.468965768814087,2.941176414489746,2.4390244483947754,2.6100494861602783,2.2837934494018555,20.0,5.882352828979492,10.0,9600,6.25616622,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600,,2,4697,6,5.152814030000001,10.0,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025274996,0.43983447551727295,6.506378650665283,0.2,-0.0487648248296864,0.19750000144122168,0.0003,-6.427379953861236,24,11.446343338489532
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5.55555534362793,2.468965768814087,4.807986259460449,2.7682344913482666,20.0,2.857142925262451,2.6100494861602783,2.777777671813965,2.468965768814087,2.9468302726745605,2.3255813121795654,2.6315789222717285,2.175041437149048,5.55555534362793,2.0761756896972656,6.090115547180176,2.6100494861602783,20.0,2.5641026496887207,20.0,13.050248146057129,20.0,2.8547418117523193,2.8547418117523193,7.612644672393799,3.3333332538604736,2.777777671813965,2.1244590282440186,2.2837934494018555,2.857142925262451,5.075096607208252,2.857142925262451,2.6315789222717285,2.3423521518707275,3.7037036418914795,10.0,3.2625620365142822,9.135173797607422,18.270347595214844,2.857142925262451,2.537548303604126,5.075096607208252,3.125,18.270347595214844,5.0,2.2837934494018555,11.418967247009277,4.761904716491699,2.702702760696411,2.6100494861602783,2.702702760696411,3.125,2.6100494861602783,3.0303030014038086,3.150059938430786,18.270347595214844,20.0,18.270347595214844,2.6100494861602783,2.4039931297302246,2.6315789222717285,2.6100494861602783,3.8063223361968994,2.4039931297302246,2.468965768814087,18.270347595214844,2.175041437149048,20.0,18.270347595214844,3.4482758045196533,3.045057773590088,2.537548303604126,18.270347595214844,5.882352828979492,18.270347595214844,2.857142925262451,4.0,18.270347595214844,3.3333332538604736,18.270347595214844,18.270347595214844,2.702702760696411,2.9468302726745605,4.567586898803711,2.6315789222717285,3.045057773590088,20.0,4.567586898803711,3.225806474685669,11.11111068725586,2.8547418117523193,2.702702760696411,3.125,2.1244590282440186,2.3255813121795654,2.537548303604126,4.350082874298096,5.0,2.2727272510528564,2.6100494861602783,14.285714149475098,18.270347595214844,20.0,18.270347595214844,8.333333015441895,2.468965768814087,4.166666507720947,3.654069423675537,20.0,3.125,2.5641026496887207,2.17391300201416,1.9859073162078857,20.0,2.8547418117523193,3.3833975791931152,6.666666507720947,3.0303030014038086,20.0,2.702702760696411,2.857142925262451,4.567586898803711,12.5,2.3809523582458496,20.0,2.468965768814087,5.0,2.857142925262451,5.263157844543457,10.150193214416504,2.3423521518707275,5.882352828979492,2.9468302726745605,2.8547418117523193,2.4039931297302246,3.4482758045196533,2.7682344913482666,20.0,2.6100494861602783,3.225806474685669,5.373631477355957,3.5714285373687744,2.777777671813965,2.4039931297302246,3.8063223361968994,3.125,2.3809523582458496,5.373631477355957,2.6315789222717285,2.5,2.5,5.373631477355957,3.225806474685669,18.270347595214844,20.0,5.882352828979492,2.4039931297302246,3.150059938430786,2.857142925262451,4.166666507720947,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20.0,2.2837934494018555,2.4039931297302246,18.270347595214844,4.34782600402832,2.941176414489746,2.6868157386779785,3.5714285373687744,18.270347595214844,2.8547418117523193,2.777777671813965,2.941176414489746,3.3833975791931152,2.6315789222717285,6.090115547180176,2.4039931297302246,10.150193214416504,4.761904716491699,3.5714285373687744,5.263157844543457,2.9468302726745605,2.222222328186035,2.537548303604126,2.9468302726745605,2.537548303604126,20.0,3.125,3.045057773590088,2.7682344913482666,2.4390244483947754,18.270347595214844,4.34782600402832,3.125,18.270347595214844,3.7037036418914795,4.34782600402832,5.709483623504639,3.9718146324157715,2.175041437149048,11.11111068725586,3.2625620365142822,2.4039931297302246,2.857142925262451,4.807986259460449,3.846153736114502,2.3423521518707275,3.654069423675537,2.4390244483947754,2.222222328186035,2.2837934494018555,2.5,3.0303030014038086,2.8547418117523193,20.0,18.270347595214844,2.537548303604126,2.5641026496887207,13.050248146057129,2.4039931297302246,2.8547418117523193,2.941176414489746,4.350082874298096,2.2837934494018555,2.6868157386779785,2.9468302726745605,4.152351379394531,18.270347595214844,2.4390244483947754,3.9718146324157715,20.0,3.654069423675537,18.270347595214844,2.030038595199585,4.545454502105713,3.654069423675537,4.761904716491699,4.0,4.350082874298096,4.0,2.3423521518707275,2.22809100151062,20.0,18.270347595214844,18.270347595214844,3.0303030014038086,18.270347595214844,14.285714149475098,3.654069423675537,20.0,4.34782600402832,2.7682344913482666,2.777777671813965,3.225806474685669,2.537548303604126,3.3333332538604736,2.8547418117523193,2.22809100151062,20.0,6.666666507720947,3.9718146324157715,3.225806474685669,2.537548303604126,11.11111068725586,10.150193214416504,2.777777671813965,2.030038595199585,2.5,3.654069423675537,2.777777671813965,3.225806474685669,20.0,2.857142925262451,2.6100494861602783,4.545454502105713,2.9468302726745605,3.3833975791931152,2.6315789222717285,2.777777671813965,2.3809523582458496,3.225806474685669,3.125,3.513528347015381,4.0,20.0,4.0,2.537548303604126,4.0,2.6315789222717285,2.6315789222717285,3.9718146324157715,3.2625620365142822,2.941176414489746,18.270347595214844,2.6100494861602783,2.7682344913482666,20.0,2.537548303604126,4.34782600402832,2.22809100151062,3.125,4.152351379394531,6.25,20.0,2.6868157386779785,3.654069423675537,2.777777671813965,3.7037036418914795,2.6868157386779785,2.702702760696411,2.5641026496887207,3.0303030014038086,2.175041437149048,20.0,3.9718146324157715,2.777777671813965,2.3809523582458496,2.468965768814087,18.270347595214844,2.5,4.0,10.0,11200,8.79430686,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11200,,2,5439,7,6.474436809999999,10.0,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009010312,0.4531264305114746,9.370390892028809,0.2,-0.032865909759311765,0.056562501518055794,0.0003,-6.374772071838379,28,16.153694415092467
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
