custom/best_energy,env34/episode_return_disc,env73/episode_return,env19/episode_return_disc,env18/episode_return_disc,env18/episode_return,env62/episode_return,env52/episode_return,env43/episode_return,env8/episode_return_disc,env22/episode_return_disc,env0/episode_return_disc,env78/episode_return_disc,env56/episode_return_disc,env13/episode_return,env41/episode_return_disc,env21/episode_return_disc,env25/episode_return_disc,env50/episode_return,env6/episode_return_disc,env43/episode_return_disc,env28/episode_return,env23/episode_return,env73/episode_return_disc,env42/episode_return_disc,env55/episode_return,env33/episode_return_disc,env42/episode_return,env8/episode_return,env31/episode_return,env16/episode_return_disc,env41/episode_return,env30/episode_return_disc,env34/episode_return,env37/episode_return_disc,env4/episode_return,env10/episode_return,env60/episode_return_disc,env55/episode_return_disc,env38/episode_return,env39/episode_return,env3/episode_return_disc,env58/episode_return,env76/episode_return,env13/episode_return_disc,env67/episode_return,env77/episode_return_disc,env70/episode_return_disc,env71/episode_return,env50/episode_return_disc,env1/episode_return_disc,env37/episode_return,env28/episode_return_disc,env75/episode_return,env2/episode_return,env59/episode_return,env58/episode_return_disc,env36/episode_return_disc,env60/episode_return,env52/episode_return_disc,env17/episode_return,env53/episode_return,env74/episode_return_disc,env49/episode_return,env11/episode_return,env32/episode_return_disc,env68/episode_return,env23/episode_return_disc,env48/episode_return,env14/episode_return_disc,env72/episode_return,env24/episode_return,env72/episode_return_disc,env17/episode_return_disc,env24/episode_return_disc,env64/episode_return_disc,env61/episode_return,env33/episode_return,env79/episode_return,env51/episode_return,env51/episode_return_disc,env1/episode_return,env6/episode_return,env27/episode_return_disc,env11/episode_return_disc,env47/episode_return,env39/episode_return_disc,env66/episode_return_disc,env12/episode_return_disc,env53/episode_return_disc,env22/episode_return,env29/episode_return,env47/episode_return_disc,env9/episode_return_disc,env15/episode_return_disc,env69/episode_return_disc,env25/episode_return,env74/episode_return,env77/episode_return,env20/episode_return,env64/episode_return,env40/episode_return_disc,env62/episode_return_disc,env14/episode_return,env65/episode_return,env49/episode_return_disc,env59/episode_return_disc,env66/episode_return,env67/episode_return_disc,env48/episode_return_disc,env19/episode_return,env46/episode_return,env44/episode_return_disc,env7/episode_return_disc,env7/episode_return,env10/episode_return_disc,env79/episode_return_disc,env36/episode_return,env32/episode_return,env4/episode_return_disc,env57/episode_return_disc,env30/episode_return,env78/episode_return,env65/episode_return_disc,env69/episode_return,env54/episode_return_disc,env70/episode_return,env27/episode_return,env35/episode_return_disc,env38/episode_return_disc,env63/episode_return,env12/episode_return,env76/episode_return_disc,env56/episode_return,env57/episode_return,env61/episode_return_disc,env71/episode_return_disc,env16/episode_return,env31/episode_return_disc,env0/episode_return,env35/episode_return,env29/episode_return_disc,env68/episode_return_disc,env5/episode_return,env63/episode_return_disc,env9/episode_return,env45/episode_return,env26/episode_return,env40/episode_return,env2/episode_return_disc,env5/episode_return_disc,env44/episode_return,env45/episode_return_disc,env15/episode_return,env26/episode_return_disc,env75/episode_return_disc,env21/episode_return,env20/episode_return_disc,env54/episode_return,env3/episode_return,env46/episode_return_disc,eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/learning_rate,train/loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/clip_fraction,train/n_updates,train/value_loss,train/approx_kl,train/entropy_loss
,3.513528347015381,3.225806474685669,9.135173797607422,3.150059938430786,3.4482758045196533,16.66666603088379,16.66666603088379,2.3809523582458496,4.807986259460449,15.225289344787598,2.8547418117523193,1.9031611680984497,18.270347595214844,3.846153736114502,18.270347595214844,15.225289344787598,2.4039931297302246,10.0,5.373631477355957,2.175041437149048,3.846153736114502,4.0,2.9468302726745605,15.225289344787598,8.333333015441895,2.4039931297302246,16.66666603088379,5.263157844543457,16.66666603088379,3.8063223361968994,20.0,2.0761756896972656,3.846153736114502,15.225289344787598,2.6315789222717285,3.3333332538604736,4.152351379394531,7.612644672393799,2.6315789222717285,3.4482758045196533,7.027056694030762,2.6315789222717285,20.0,3.513528347015381,16.66666603088379,3.150059938430786,15.225289344787598,8.333333015441895,9.135173797607422,4.152351379394531,16.66666603088379,3.513528347015381,3.846153736114502,5.0,16.66666603088379,2.4039931297302246,2.9468302726745605,4.545454502105713,15.225289344787598,6.666666507720947,6.25,2.537548303604126,2.5641026496887207,12.5,11.418967247009277,2.6315789222717285,3.654069423675537,12.5,5.075096607208252,5.55555534362793,16.66666603088379,5.075096607208252,6.090115547180176,15.225289344787598,22.837934494018555,14.285714149475098,2.6315789222717285,12.5,12.5,11.418967247009277,4.545454502105713,5.882352828979492,2.6100494861602783,11.418967247009277,16.66666603088379,3.150059938430786,15.225289344787598,15.225289344787598,5.709483623504639,16.66666603088379,16.66666603088379,15.225289344787598,2.8547418117523193,7.027056694030762,15.225289344787598,2.6315789222717285,2.777777671813965,3.4482758045196533,10.0,25.0,5.709483623504639,15.225289344787598,5.55555534362793,2.3255813121795654,2.3423521518707275,15.225289344787598,16.66666603088379,15.225289344787598,11.418967247009277,10.0,5.0,11.418967247009277,11.418967247009277,12.5,3.045057773590088,11.418967247009277,3.225806474685669,12.5,2.4039931297302246,15.225289344787598,2.2727272510528564,2.0833332538604736,2.1244590282440186,16.66666603088379,3.045057773590088,16.66666603088379,2.857142925262451,15.225289344787598,2.4039931297302246,4.545454502105713,16.66666603088379,18.270347595214844,20.0,16.66666603088379,13.050248146057129,7.612644672393799,4.166666507720947,15.225289344787598,3.125,16.66666603088379,15.225289344787598,2.4039931297302246,4.545454502105713,4.152351379394531,3.125,12.5,4.34782600402832,6.25,4.567586898803711,4.152351379394531,12.5,11.418967247009277,7.692307472229004,3.9718146324157715,3.513528347015381,16.66666603088379,9.135173797607422,3.3333332538604736,7.692307472229004,4.567586898803711,10.0,8000,9.227876949999999,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,2,8.6909305,2944,10.0,5,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,7.377016544342041,-0.052939094055182066,0.43951666355133057,0.2,0.16062500154366716,20,15.911399841308594,0.019939998,-6.2076220393180845
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.152351379394531,7.692307472229004,2.2837934494018555,15.225289344787598,16.66666603088379,20.0,2.702702760696411,3.0303030014038086,11.418967247009277,3.2625620365142822,3.513528347015381,2.9468302726745605,2.6868157386779785,11.11111068725586,2.8547418117523193,15.225289344787598,3.8063223361968994,16.66666603088379,11.418967247009277,2.7682344913482666,14.285714149475098,16.66666603088379,7.027056694030762,4.567586898803711,16.66666603088379,18.270347595214844,5.0,12.5,2.941176414489746,3.2625620365142822,3.125,15.225289344787598,4.545454502105713,15.225289344787598,16.66666603088379,16.66666603088379,15.225289344787598,15.225289344787598,12.5,4.545454502105713,2.7682344913482666,3.3333332538604736,16.66666603088379,10.150193214416504,20.0,15.225289344787598,4.152351379394531,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,13.050248146057129,3.3333332538604736,10.0,2.3255813121795654,3.045057773590088,3.045057773590088,16.66666603088379,2.468965768814087,16.66666603088379,11.11111068725586,4.152351379394531,20.0,12.5,15.225289344787598,5.0,15.225289344787598,16.66666603088379,9.135173797607422,6.666666507720947,20.0,6.090115547180176,15.225289344787598,18.270347595214844,15.225289344787598,16.66666603088379,20.0,16.66666603088379,9.090909004211426,8.304702758789062,16.66666603088379,12.5,13.050248146057129,11.418967247009277,8.333333015441895,4.152351379394531,2.175041437149048,4.567586898803711,10.150193214416504,3.5714285373687744,14.285714149475098,7.612644672393799,15.225289344787598,15.225289344787598,4.152351379394531,4.166666507720947,4.545454502105713,16.66666603088379,2.857142925262451,16.66666603088379,15.225289344787598,18.270347595214844,10.0,16.66666603088379,18.270347595214844,2.1244590282440186,2.3809523582458496,18.270347595214844,15.225289344787598,2.5,16.66666603088379,15.225289344787598,3.045057773590088,3.3333332538604736,15.225289344787598,15.225289344787598,3.3333332538604736,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,3.225806474685669,15.225289344787598,4.545454502105713,4.567586898803711,4.545454502105713,14.285714149475098,15.225289344787598,11.418967247009277,3.7037036418914795,5.0,15.225289344787598,2.941176414489746,16.66666603088379,15.225289344787598,15.225289344787598,3.5714285373687744,2.6868157386779785,3.846153736114502,16.66666603088379,13.050248146057129,4.567586898803711,11.11111068725586,3.3833975791931152,16.66666603088379,5.882352828979492,12.5,16.66666603088379,9.135173797607422,10.150193214416504,16.66666603088379,5.373631477355957,16.66666603088379,11.418967247009277,3.045057773590088,16.66666603088379,2.6100494861602783,5.0,3.0303030014038086,15.225289344787598,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.2625620365142822,25.0,18.270347595214844,3.150059938430786,3.4482758045196533,2.777777671813965,3.4482758045196533,4.545454502105713,11.418967247009277,22.837934494018555,15.225289344787598,7.027056694030762,15.225289344787598,4.34782600402832,15.225289344787598,15.225289344787598,15.225289344787598,4.761904716491699,15.225289344787598,4.152351379394531,6.25,16.66666603088379,22.837934494018555,5.373631477355957,2.857142925262451,10.150193214416504,5.882352828979492,12.5,16.66666603088379,15.225289344787598,16.66666603088379,11.418967247009277,3.5714285373687744,2.8547418117523193,16.66666603088379,4.0,13.050248146057129,2.6100494861602783,3.0303030014038086,3.7037036418914795,3.513528347015381,12.5,2.0,3.9718146324157715,8.333333015441895,2.537548303604126,6.090115547180176,3.846153736114502,4.350082874298096,3.9718146324157715,3.125,5.709483623504639,3.5714285373687744,16.66666603088379,7.142857074737549,11.418967247009277,6.090115547180176,14.285714149475098,3.150059938430786,12.5,12.5,2.0761756896972656,3.4482758045196533,16.66666603088379,11.418967247009277,16.66666603088379,15.225289344787598,8.333333015441895,9.135173797607422,16.66666603088379,16.66666603088379,15.225289344787598,11.418967247009277,15.225289344787598,15.225289344787598,4.166666507720947,11.11111068725586,16.66666603088379,3.0303030014038086,2.7682344913482666,4.34782600402832,16.66666603088379,9.135173797607422,15.225289344787598,16.66666603088379,3.3833975791931152,2.175041437149048,1.94365394115448,11.418967247009277,25.0,16.66666603088379,15.225289344787598,11.418967247009277,13.050248146057129,15.225289344787598,16.66666603088379,2.2727272510528564,2.777777671813965,16.66666603088379,16.66666603088379,9.135173797607422,2.537548303604126,10.0,16.66666603088379,3.150059938430786,6.5251240730285645,2.3809523582458496,7.612644672393799,7.612644672393799,20.0,2.857142925262451,15.225289344787598,2.2837934494018555,2.5,3.654069423675537,15.225289344787598,6.666666507720947,12.5,15.225289344787598,9.135173797607422,12.5,7.692307472229004,15.225289344787598,16.66666603088379,3.045057773590088,6.666666507720947,10.0,15.225289344787598,2.7682344913482666,9.090909004211426,2.127659559249878,1.8270347118377686,16.66666603088379,10.0,3.8063223361968994,3.513528347015381,16.66666603088379,15.225289344787598,16.66666603088379,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,8.304702758789062,12.5,16.66666603088379,16.66666603088379,10.0,15.225289344787598,15.225289344787598,16.66666603088379,15.225289344787598,14.285714149475098,15.225289344787598,3.2625620365142822,16.66666603088379,15.225289344787598,3.3333332538604736,3.846153736114502,2.6100494861602783,10.0,9600,10.985052020000001,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600,,2,10.623369429999999,3508,10.0,6,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,5.653569221496582,-0.05519610843830378,0.5335454642772675,0.2,0.1700000021723099,24,14.310911512374878,0.021924717,-6.034142339229584
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15.225289344787598,16.66666603088379,11.418967247009277,11.418967247009277,12.5,16.66666603088379,16.66666603088379,10.0,15.225289344787598,8.304702758789062,9.135173797607422,13.050248146057129,10.150193214416504,20.0,15.225289344787598,13.050248146057129,10.150193214416504,25.0,3.150059938430786,9.135173797607422,20.0,16.66666603088379,15.225289344787598,15.225289344787598,4.545454502105713,11.418967247009277,16.66666603088379,16.66666603088379,20.0,15.225289344787598,16.66666603088379,18.270347595214844,16.66666603088379,3.150059938430786,16.66666603088379,16.66666603088379,18.270347595214844,4.152351379394531,3.3333332538604736,9.090909004211426,9.135173797607422,10.0,16.66666603088379,18.270347595214844,16.66666603088379,2.468965768814087,15.225289344787598,16.66666603088379,22.837934494018555,15.225289344787598,3.4482758045196533,18.270347595214844,16.66666603088379,16.66666603088379,16.66666603088379,9.135173797607422,15.225289344787598,20.0,15.225289344787598,12.5,16.66666603088379,2.8547418117523193,16.66666603088379,16.66666603088379,15.225289344787598,16.66666603088379,15.225289344787598,20.0,3.654069423675537,10.0,16.66666603088379,9.135173797607422,11.418967247009277,15.225289344787598,15.225289344787598,2.222222328186035,12.5,14.285714149475098,14.285714149475098,13.050248146057129,16.66666603088379,3.4482758045196533,8.304702758789062,15.225289344787598,2.3255813121795654,8.304702758789062,13.050248146057129,3.150059938430786,15.225289344787598,9.090909004211426,4.166666507720947,2.1244590282440186,15.225289344787598,9.135173797607422,13.050248146057129,11.11111068725586,3.125,2.702702760696411,3.125,16.66666603088379,2.1244590282440186,15.225289344787598,4.0,1.923076868057251,15.225289344787598,15.225289344787598,14.285714149475098,15.225289344787598,18.270347595214844,12.5,3.225806474685669,15.225289344787598,1.723617672920227,1.8867924213409424,15.225289344787598,13.050248146057129,16.66666603088379,16.66666603088379,15.225289344787598,13.050248146057129,20.0,14.285714149475098,1.7567641735076904,14.285714149475098,9.135173797607422,16.66666603088379,9.090909004211426,15.225289344787598,3.045057773590088,20.0,3.4482758045196533,15.225289344787598,11.11111068725586,14.285714149475098,2.030038595199585,15.225289344787598,16.66666603088379,18.270347595214844,10.0,16.66666603088379,3.8063223361968994,15.225289344787598,25.0,18.270347595214844,16.66666603088379,12.5,5.0,2.3255813121795654,15.225289344787598,22.837934494018555,16.66666603088379,11.418967247009277,10.0,4.567586898803711,15.225289344787598,14.285714149475098,2.8547418117523193,10.0,10.0,2.9468302726745605,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
